Region,Country,City,Value,Year,Source
Latin America,Brazil,Brasília,91.1,,
Latin America,Brazil,Campinas,13.4,,
Latin America,Brazil,Campo Grande,7.32,,
Latin America,Brazil,Caxias do Sul,9.6,,
Latin America,Brazil,Criciúma,8,,
Latin America,Brazil,Curitiba,83.9,"2014, the system length considers twice the common section of the corridors Linha Verde and Boqueirão",
Latin America,Brazil,São Paulo - Metropolitan area,45,,ie.org.br
Latin America,Brazil,Feira de Santana,1.2,2014,Google maps
Latin America,Brazil,Fortaleza,8.5,,
Latin America,Brazil,Goiânia,26.5,,
Latin America,Brazil,Guarulhos,3.7,2013,www.emtu.sp.gov.br
Latin America,Brazil,Jaboatão dos Guararapes,1.5,2012,urbana-pe.com.br
Latin America,Brazil,João Pessoa,7.3,"2014, 2.8 km is only in one direction",www.joaopessoa.pb.gov.br
Latin America,Brazil,Joinville,9.2,,
Latin America,Brazil,Juiz de Fora,3.1,2001,Google Maps
Latin America,Brazil,Londrina,6.8,,
Latin America,Brazil,Maceió,15,,
Latin America,Brazil,Natal,3.5,,
Latin America,Brazil,Niterói,6,,
Latin America,Brazil,Olinda,13.5,,
Latin America,Brazil,Porto Alegre,62,,
Latin America,Brazil,Recife,25.4,,
Latin America,Brazil,Rio de Janeiro,140,,
Latin America,Brazil,Salvador,8.2,,
Latin America,Brazil,Santos,2.6,,
Latin America,Brazil,São Paulo,129.8,2013,
Latin America,Brazil,Sorocaba,2.8,,
Latin America,Brazil,Sumaré,32.7,,
Latin America,Brazil,Teresina,1.5,,Google Maps
Latin America,Brazil,Uberaba,5,2015,SEPLAN
Latin America,Brazil,Uberlândia,7.5,2014,www.uberlandia.mg.gov.br
Latin America,Chile,Santiago,91.85,,
Latin America,Colombia,Barranquilla,14,,Transmetro S.A.
Latin America,Colombia,Bogotá,112.9,2014,www.transmilenio.gov.co
Latin America,Colombia,Bucaramanga,8.95,,
Latin America,Colombia,Cali,36.07,2014,media.wix.com
Latin America,Colombia,Medellín,18,,
Latin America,Colombia,Pereira,15.5,,Megabús S.A.
Latin America,Ecuador,Guayaquil,45.4,2013,Metrovía
Latin America,Ecuador,Quito,69.3,,
Latin America,El Salvador,Gran San Salvador,6.4,2015,sites.google.com
Latin America,Guatemala,Guatemala,35,,
Latin America,Mexico,Chihuahua,22.4,2013,EMBARQ México
Latin America,Mexico,Ecatepec,16.5,2013,www.transmasivo.com.mx
Latin America,Mexico,Guadalajara,16,,
Latin America,Mexico,Guadalupe,7.6,2013,Gwww.nl.gob.mx
Latin America,Mexico,León de los Aldama,31.8,,
