Region,Country,City,Value,Year,Source
Europe,Spain,Madrid,112000,2011,COST - European Cooperation in Science and Technology
Europe,Spain,Granada,27667,2014,Calculated using annual demand and 300 working days
Europe,Sweden,Gothenburg,25000,2011,COST - European Cooperation in Science and Technology
Europe,Sweden,Jonkoping,18000,2011,COST - European Cooperation in Science and Technology
Europe,Sweden,Stockholm,57000,2011,COST - European Cooperation in Science and Technology
Europe,Switzerland,Zurich,14000,2011,COST - European Cooperation in Science and Technology
Europe,Turkey,Istanbul,750000,2013,IETT
Europe,United Kingdom,Bradford,5467,2011,www.ashford.gov.uk
Europe,United Kingdom,Cambridge,12000,2015,Calculated using annual demand and 300 working days
Europe,United Kingdom,Crawley,6000,2005,Bus Rapid Transit Planning Guide (ITDP) 2007
Europe,United Kingdom,Edinburgh,44000,2005,www.ashford.gov.uk
Europe,United Kingdom,Fareham - Gosport,,,
Europe,United Kingdom,Kent,5726,2005,www.ashford.gov.uk
Europe,United Kingdom,Leeds,31000,2005,www.ashford.gov.uk
Europe,United Kingdom,London,9000,2010,www.tfl.gov.uk
Europe,United Kingdom,Luton,30000,2010,en.wikipedia.org
Europe,United Kingdom,Manchester,21000,2011,COST - European Cooperation in Science and Technology
Europe,United Kingdom,Runcorn,,,
Europe,United Kingdom,Swansea,5000,2010,en.wikipedia.org
Europe,United Kingdom,York,5500,2010,en.wikipedia.org
Latin America,Argentina,Buenos Aires,600000,2013,
Latin America,Argentina,Córdoba,58000,2014,diarioalfil.com.ar
Latin America,Argentina,Rosario,200000,2013,www.rosario.gov.ar
Latin America,Brazil,Belém,100000,2014,ww3.belem.pa.gov.br
Latin America,Brazil,Belo Horizonte,1047374,,BHTrans
Latin America,Brazil,Blumenau,82000,,
Latin America,Brazil,Brasília,301000,,
Latin America,Brazil,Campinas,200000,,www.campinas.sp.gov.br
Latin America,Brazil,Campo Grande,73000,,
Latin America,Brazil,Caxias do Sul,,,
Latin America,Brazil,Criciúma,10470,,ASTC
Latin America,Brazil,Curitiba,561000,,
Latin America,Brazil,São Paulo - Metropolitan area,360000,2015,EMTU
Latin America,Brazil,Feira de Santana,,,
Latin America,Brazil,Fortaleza,286777,2013,ETUFOR
Latin America,Brazil,Goiânia,378300,,RMTC
Latin America,Brazil,Guarulhos,30000,2013,www.emtu.sp.gov.br
Latin America,Brazil,Jaboatão dos Guararapes,,,
Latin America,Brazil,João Pessoa,276243,2012,Semob-JP
Latin America,Brazil,Joinville,,,
Latin America,Brazil,Juiz de Fora,,,
Latin America,Brazil,Londrina,37000,,londrina.odiario.com
Latin America,Brazil,Maceió,,,
Latin America,Brazil,Natal,,,
Latin America,Brazil,Niterói,250000,,www.nittrans.niteroi.rj.gov.br
Latin America,Brazil,Olinda,447695,,Grande Recife
Latin America,Brazil,Porto Alegre,491600,2012,EPTC
Latin America,Brazil,Recife,701259,2011,Grande Recife
Latin America,Brazil,Rio de Janeiro,3132600,,
Latin America,Brazil,Salvador,,,
Latin America,Brazil,Santos,1705,2012,CET Santos
Latin America,Brazil,São Paulo,3194000,2013,SPTrans
Latin America,Brazil,Sorocaba,,,
Latin America,Brazil,Sumaré,75000,,EMTU
Latin America,Brazil,Teresina,,,
Latin America,Brazil,Uberaba,68000,2015,SEPLAN
Latin America,Brazil,Uberlândia,22000,2013,www.uberlandia.mg.gov.br
Latin America,Chile,Santiago,340800,2012,Transantiago
Latin America,Colombia,Barranquilla,115000,2013,"Article: Towards multi-modal integrated mobility systems: Views from Panama City and Barranquilla. Adriana Ortegon S, Nick Tyler"
Latin America,Colombia,Bogotá,2213236,2014,www.transmilenio.gov.co
Latin America,Colombia,Bucaramanga,72000,2012,www.amb.gov.co
Latin America,Colombia,Cali,471361,2014,www.metrocali.gov.co
Latin America,Colombia,Medellín,60000,,
Latin America,Colombia,Pereira,96000,2015,www.megabus.gov.co
Latin America,Ecuador,Guayaquil,310000,,
Latin America,Ecuador,Quito,833095,2012,Empresa Pública Metropolitana de Transporte de Pasajeros de Quito (EPMTPQ)
Latin America,El Salvador,Gran San Salvador,27000,2015,www.vmt.gob.sv
Latin America,Guatemala,Guatemala,210000,,
Latin America,Mexico,Chihuahua,50000,2014,www.juareznoticias.com
Latin America,Mexico,Ecatepec,140000,2013,www.transmasivo.com.mx
Latin America,Mexico,Guadalajara,127000,2010,embarq.org
Latin America,Mexico,Guadalupe,15000,,EMBARQ Mexico
Latin America,Mexico,León de los Aldama,220500,,Dirección General de Movilidad
Latin America,Mexico,Mexico City,1065000,2016,www.metrobus.cdmx.gob.mx
Latin America,Mexico,Juárez,50000,2015,larednoticias.com.mx
Latin America,Mexico,Monterrey,,,
Latin America,Mexico,Nezahualcoyotl,130000,2013,www.sdpnoticias.com
Latin America,Mexico,Pachuca,114000,2016,www.servicio-tuzobus.mx
Latin America,Mexico,Puebla,251704,,www.st.puebla.gob.mx
Latin America,Panama,Panama,,,
Latin America,Peru,Lima,350000,,Instituto Metropolitano PROTRANSPORTE de Lima 
Latin America,Trinidad and Tobago,Port of Spain - Arima,,,
Latin America,Uruguay,Montevideo,25000,2013,www.montevideo.gub.uy
Latin America,Venezuela,Caracas,30000,2013,www.minci.gob.ve
Latin America,Venezuela,Merida,30000,2013,www.mtc.gob.ve
Latin America,Venezuela,Barquisimeto,132830,2014,www.noticiasbarquisimeto.com e es.wikipedia.org
Northern America,Canada,Brampton,37357,2015,Brampton Transit
Northern America,Canada,Gatineau,,,
Northern America,Canada,Halifax,7266,2008,"Diaz R. (editor) Hinebaugh D. (director) , Characteristics of Bus Rapid Transit for Decision-Making (CBRT), FTA, February 2009"
Northern America,Canada,Ottawa,220000,2013,www.octranspo1.com
Northern America,Canada,Vancouver,100000,,vancouver.ca
