Region,Country,City,Value,Year,Source
Latin America,Brazil,Santos,50.7,"2011, Southeast region",www.ipea.gov.br
Latin America,Brazil,São Paulo,36.8,"2012, metropolitan area",www.metro.sp.gov.br
Latin America,Brazil,Sorocaba,26,2013,www.urbes.com.br
Latin America,Brazil,Sumaré,22,,www.stm.sp.gov.br
Latin America,Brazil,Teresina,24.4,2008,www.teresina.pi.gov.br
Latin America,Brazil,Uberaba,,,
Latin America,Brazil,Uberlândia,38,2012,www.ppgec.feciv.ufu.br
Latin America,Chile,Santiago,35,2006,www.sectra.gob.cl
Latin America,Colombia,Barranquilla,50.2,2015,"Article: Towards multi-modal integrated mobility systems: Views from Panama City and Barranquilla. Adriana Ortegon S, Nick Tyler"
Latin America,Colombia,Bogotá,59,2010,"OBSERVATORIO DE MOVILIDAD: Reporte Anual de Movilidad, 2009."
Latin America,Colombia,Bucaramanga,48,,Metrolinea
Latin America,Colombia,Cali,48,2005,Plan maestro de ciclo-rutas
Latin America,Colombia,Medellín,51,,issuu.com
Latin America,Colombia,Pereira,46,,AMCO
Latin America,Ecuador,Guayaquil,83,2004,www.metrovia-gye.com & Metrovía
Latin America,Ecuador,Quito,62,2009,Plan Maestro de Movilidad del Distrito Metropolitano de Quito 2012
Latin America,El Salvador,Gran San Salvador,,,
Latin America,Guatemala,Guatemala,23,,Transmetro
Latin America,Mexico,Chihuahua,14.4,,www.implanchihuahua.gob.mx
Latin America,Mexico,Ecatepec,78.3,2010,www.transparencialinea3.df.gob.mx
Latin America,Mexico,Guadalajara,28,2007,CEIT
Latin America,Mexico,Guadalupe,54.5,"2005, for all metropolitan area of Metrorrey",www.cleanairinstitute.org
Latin America,Mexico,León de los Aldama,33.9,2007,omu.caf.com
Latin America,Mexico,Mexico City,77.9,2007,www.oecd.org
Latin America,Mexico,Juárez,36.1,2004,www.planjuarez.org
Latin America,Mexico,Monterrey,54.5,"2005, for all metropolitan area of Metrorrey",www.cleanairinstitute.org
Latin America,Mexico,Nezahualcoyotl,78.3,2010,www.transparencialinea3.df.gob.mx
Latin America,Mexico,Puebla,40.6,2008,siteresources.worldbank.org
Latin America,Panama,Panama,73.5,,www.presidencia.gob.pa
Latin America,Peru,Lima,62,2004,Urban Transport Master Plan For Limas's Metropolitan Area and Callao (2004)
Latin America,Trinidad and Tobago,Port of Spain - Arima,,,
Latin America,Uruguay,Montevideo,45,2009,cefir.org.uy
Latin America,Venezuela,Caracas,56.9,2009,CAF
Latin America,Venezuela,Merida,54,,
Latin America,Venezuela,Barquisimeto,,,
Northern America,Canada,Brampton,7.2,2009,www.brampton.ca
Northern America,Canada,Gatineau,14.3,2011,conf.tac-atc.ca
Northern America,Canada,Halifax,,,
Northern America,Canada,Ottawa,19,2006,www.epomm.eu
Northern America,Canada,Vancouver,25,,www12.statcan.ca
Northern America,Canada,Waterloo,5,2006,www.regionofwaterloo.ca
Northern America,Canada,Winnipeg,13,2006,www.epomm.eu
Northern America,Canada,York Regional Municipality,,,
Northern America,United States,Albuquerque,1.7,2013,infogr.am
Northern America,United States,Boston,35,2009,en.wikipedia.org
Northern America,United States,Chicago,17,2011,ltaacademy.gov.sg
Northern America,United States,Cleveland,2,2004,www.epomm.eu
Northern America,United States,Eugene,4,2009,Estimated from: www.toddata.cnt.org
Northern America,United States,Everett,11,"2012, only modal split of Everett",www.everettwa.org
Northern America,United States,Kansas City,1.3,2009,www.thetransportpolitic.com
Northern America,United States,Las Vegas,3.6,2009,www.thetransportpolitic.com
Northern America,United States,Los Angeles,23,2003,www.visionlosangeles.org
Northern America,United States,Miami,3.7,2009,www.thetransportpolitic.com
Northern America,United States,New York,23,2009,ltaacademy.gov.sg
Northern America,United States,Oakland,15.8,"2009, the data refers to San Francisco Metropolitan Area",www.thetransportpolitic.com
Northern America,United States,Orlando,2,2009,www.thetransportpolitic.com
Northern America,United States,Phoenix,3.2,2009,www.thetransportpolitic.com
Northern America,United States,Pittsburgh,6,2009,www.thetransportpolitic.com
Northern America,United States,San Bernardino,6.6,"2009, the data refers to Los Angeles Metropolitan Area",www.thetransportpolitic.com
Northern America,United States,San Diego,4.4,2008,www.sandiego.gov
Northern America,United States,Snohomish County,9.3,"2009, the data refers to Seattle Metropolitan Area",www.thetransportpolitic.com
Northern America,United States,Stockton,1,2006,www.stancog.org
Oceania,Australia,Adelaide,10.2,2011,mams.rmit.edu.au
Oceania,Australia,Brisbane,15.3,2011,mams.rmit.edu.au
Oceania,Australia,Sydney - Blacktown - Rouse Hill,23.5,2011,mams.rmit.edu.au
Oceania,Australia,Sydney - Liverpool - Parramatta,23.5,2011,mams.rmit.edu.au
Oceania,Australia,Sydney - Parramatta - Rouse Hill,23.5,2011,mams.rmit.edu.au
Oceania,New Zealand,Auckland,3.5,2011,New Zealand Household Travel Survey 2003 - 2011
