"Indicator","Category","Region","Country","City","Value","Year","Source","Timeliness","nas"
"Peak frequency (buses per hour)","additional information","Europe","Portugal","Lisbon","30",2011,"COST - European Cooperation in Science and Technology",5,0
"Peak frequency (buses per hour)","additional information","Europe","Spain","Barcelona","8",2015,"www.tmb.cat",1,0
"Peak frequency (buses per hour)","additional information","Europe","Spain","Castellón","12",2011,"COST - European Cooperation in Science and Technology",5,0
"Peak frequency (buses per hour)","additional information","Europe","Spain","Madrid","185",2011,"COST - European Cooperation in Science and Technology",5,0
"Peak frequency (buses per hour)","additional information","Europe","Spain","Granada","3",2015,"www.granadadirect.com",1,0
"Peak frequency (buses per hour)","additional information","Europe","Sweden","Gothenburg","20",2011,"COST - European Cooperation in Science and Technology",5,0
"Peak frequency (buses per hour)","additional information","Europe","Sweden","Jonkoping",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Europe","Sweden","Stockholm","15",2011,"COST - European Cooperation in Science and Technology",5,0
"Peak frequency (buses per hour)","additional information","Europe","Switzerland","Zurich","8",2011,"COST - European Cooperation in Science and Technology",5,0
"Peak frequency (buses per hour)","additional information","Europe","Turkey","Istanbul","156",2013,"IETT",3,0
"Peak frequency (buses per hour)","additional information","Europe","United Kingdom","Bradford","22",NA,"webarchive.nationalarchives.gov.uk",NA,0
"Peak frequency (buses per hour)","additional information","Europe","United Kingdom","Cambridge","12",2015,"embarqbrasil.org",1,0
"Peak frequency (buses per hour)","additional information","Europe","United Kingdom","Crawley","6",2007,"Bus Rapid Transit Planning Guide (ITDP) 2007",9,0
"Peak frequency (buses per hour)","additional information","Europe","United Kingdom","Edinburgh","15",2010,"Viva 2010 ( www.uncrd.or.jp ); www.ashford.gov.uk",6,0
"Peak frequency (buses per hour)","additional information","Europe","United Kingdom","Fareham - Gosport","12",2013,"www3.hants.gov.uk",3,0
"Peak frequency (buses per hour)","additional information","Europe","United Kingdom","Kent",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Europe","United Kingdom","Leeds",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Europe","United Kingdom","London",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Europe","United Kingdom","Luton",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Europe","United Kingdom","Manchester","10",2011,"COST - European Cooperation in Science and Technology",5,0
"Peak frequency (buses per hour)","additional information","Europe","United Kingdom","Runcorn","6",2013,"www.google.com.br",3,0
"Peak frequency (buses per hour)","additional information","Europe","United Kingdom","Swansea",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Europe","United Kingdom","York",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Northern America","Canada","Brampton","12",2015,"en.wikipedia.org",1,0
"Peak frequency (buses per hour)","additional information","Northern America","Canada","Gatineau","24",2014,"www.novabus.com",2,0
"Peak frequency (buses per hour)","additional information","Northern America","Canada","Halifax",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Northern America","Canada","Ottawa","180",2013,"www.octranspo1.com",3,0
"Peak frequency (buses per hour)","additional information","Northern America","Canada","Vancouver",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Northern America","Canada","Waterloo","4",2015,"www.grt.ca",1,0
"Peak frequency (buses per hour)","additional information","Northern America","Canada","Winnipeg","45",2012,"Winnipeg Transit",4,0
"Peak frequency (buses per hour)","additional information","Northern America","Canada","York Regional Municipality","4",2016,"tripplanner.yrt.ca",0,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Alexandria - Arlington","10",2014,"www.wmata.com",2,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Albuquerque","4",2015,"data.cabq.gov",1,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Boston","18",2014,"www.mbta.com",2,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Chicago","12",2013,"www.transitchicago.com",3,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Cleveland","10",2013,"www.riderta.com",3,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Eugene","6",2013,"LTD",3,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Fort Collins","6",2016,"www.ridetransfort.com",0,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Hartford County","9",2015,"www.youtube.com",1,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Kansas City","6",2012,"www.nbrti.org",4,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Las Vegas",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Northern America","United States","Los Angeles","15",2007,"Metro Orange Line presented to APTA by Dana Woodbury",9,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Miami",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Northern America","United States","New York","17",2015,"web.mta.info",1,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Oakland","12",2004,"Federal Transit Administration",12,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Orlando","15",2007,"Bus Rapid Transit Planning Guide (ITDP) 2007",9,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Phoenix","6",2004,"Federal Transit Administration",12,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Pittsburgh","30",2007,"Bus Rapid Transit Planning Guide (ITDP) 2007",9,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","San Bernardino","6",2014,"www.omnitrans.org",2,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","San Diego",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Northern America","United States","Snohomish County","5",2013,"www.commtrans.org",3,0
"Peak frequency (buses per hour)","additional information","Northern America","United States","Stockton","13",2015,"www.sanjoaquinrtd.com",1,0
"Peak frequency (buses per hour)","additional information","Asia","China","Beijing","60",2013,"",3,0
"Peak frequency (buses per hour)","additional information","Asia","China","Changde","27",2013,"www.chinabrt.org",3,0
"Peak frequency (buses per hour)","additional information","Asia","China","Changzhou","77",2011,"www.chinabrt.org",5,0
"Peak frequency (buses per hour)","additional information","Asia","China","Chengdu","40",2013,"www.gochengdoo.com",3,0
"Peak frequency (buses per hour)","additional information","Asia","China","Chongqing","6",2011,"www.chinabrt.org",5,0
"Peak frequency (buses per hour)","additional information","Asia","China","Dalian","75",2011,"www.chinabrt.org",5,0
"Peak frequency (buses per hour)","additional information","Asia","China","Guangzhou","350",2013,"",3,0
"Peak frequency (buses per hour)","additional information","Asia","China","Hangzhou","80",2011,"www.chinabrt.org",5,0
"Peak frequency (buses per hour)","additional information","Asia","China","Hefei","55",2011,"www.chinabrt.org",5,0
"Peak frequency (buses per hour)","additional information","Asia","China","Jinan","49",2014,"www.chinabrt.org",2,0
"Peak frequency (buses per hour)","additional information","Asia","China","Kunming",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Asia","China","Lanzhou","87",2013,"www.chinabrt.org",3,0
"Peak frequency (buses per hour)","additional information","Asia","China","Lianyungang","25",2013,"www.chinabrt.org",3,0
"Peak frequency (buses per hour)","additional information","Asia","China","Urumqi","87",2013,"www.chinabrt.org",3,0
"Peak frequency (buses per hour)","additional information","Asia","China","Xiamen","104",2012,"www.chinabrt.org",4,0
"Peak frequency (buses per hour)","additional information","Asia","China","Yancheng","30",2011,"www.chinabrt.org",5,0
"Peak frequency (buses per hour)","additional information","Asia","China","Yichang","94",2015,"www.chinabrt.org",1,0
"Peak frequency (buses per hour)","additional information","Asia","China","Yinchuan","63",2013,"www.chinabrt.org",3,0
"Peak frequency (buses per hour)","additional information","Asia","China","Zaozhuang","27",2011,"www.chinabrt.org",5,0
"Peak frequency (buses per hour)","additional information","Asia","China","Zhengzhou","52",2011,"www.chinabrt.org",5,0
"Peak frequency (buses per hour)","additional information","Asia","India","Ahmedabad","20",2012,"www.worldbrt.net",4,0
"Peak frequency (buses per hour)","additional information","Asia","India","Bhopal","6",2013,"www.centralchronicle.com",3,0
"Peak frequency (buses per hour)","additional information","Asia","India","Indore",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Asia","India","Jaipur","23",2011,"Primary Survey,EMBARQ",5,0
"Peak frequency (buses per hour)","additional information","Asia","India","Pune - Primpi-Chinchwad","40",2015,"webcache.googleusercontent.com",1,0
"Peak frequency (buses per hour)","additional information","Asia","India","Rajkot",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Asia","India","Surat","6",2014,"www.globalmasstransit.net",2,0
"Peak frequency (buses per hour)","additional information","Asia","Indonesia","Jakarta","40",2011,"www.chinabrt.org",5,0
"Peak frequency (buses per hour)","additional information","Asia","Iran","Isfahan",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Asia","Iran","Tabriz",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Asia","Iran","Tehran","90",2013,"en.tehran.ir",3,0
"Peak frequency (buses per hour)","additional information","Asia","Israel","Haifa","15",2013,"www.dannorth.co.il",3,0
"Peak frequency (buses per hour)","additional information","Asia","Japan","Kesennuma - Tome","5",2014,"ja.wikipedia.org",2,0
"Peak frequency (buses per hour)","additional information","Asia","Japan","Nagoya","17",2007,"Bus Rapid Transit Planning Guide (ITDP) 2007 ; www.chinabrt.org",9,0
"Peak frequency (buses per hour)","additional information","Asia","Malaysia","Subang Jaya","15",2015,"www.thestar.com.my",1,0
"Peak frequency (buses per hour)","additional information","Asia","Pakistan","Islamabad - Rawalpindi","21",2015,"www.worldbrt.net",1,0
"Peak frequency (buses per hour)","additional information","Asia","Pakistan","Lahore","30",2015,"www.pma.punjab.gov.pk",1,0
"Peak frequency (buses per hour)","additional information","Asia","Republic of Korea","Seoul",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Asia","Taiwan","Chiayi",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Asia","Taiwan","Taichung",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Asia","Taiwan","Taipei",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Asia","Thailand","Bangkok","15",2011,"www.chinabrt.org",5,0
"Peak frequency (buses per hour)","additional information","Africa","Nigeria","Lagos",NA,NA,"",NA,1
"Peak frequency (buses per hour)","additional information","Africa","South Africa","Cape Town","6",2015,"myciti.org.za",1,0
"Peak frequency (buses per hour)","additional information","Africa","South Africa","Johannesburg","64",2012,"ITDP",4,0
"Overtaking lanes","additional information","Latin America","Argentina","Buenos Aires","Partial",2016,"",0,0
"Overtaking lanes","additional information","Latin America","Argentina","Córdoba","None",2014,"vimeo.com",2,0
"Overtaking lanes","additional information","Latin America","Argentina","Rosario","Partial",2013,"",3,0
"Overtaking lanes","additional information","Latin America","Brazil","Belém",NA,NA,"",NA,1
"Overtaking lanes","additional information","Latin America","Brazil","Belo Horizonte","Partial",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Blumenau","None",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Brasília","All",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Campinas","None",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Campo Grande","None",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Caxias do Sul","None",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Criciúma","None",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Curitiba","Partial",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","São Paulo - Metropolitan area","None",2013,"www.google.com",3,0
"Overtaking lanes","additional information","Latin America","Brazil","Feira de Santana","None",2013,"Google maps",3,0
"Overtaking lanes","additional information","Latin America","Brazil","Fortaleza","Partial",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Goiânia","None",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Guarulhos","None",2013,"www.emtu.sp.gov.br",3,0
"Overtaking lanes","additional information","Latin America","Brazil","Jaboatão dos Guararapes","None",2012,"",4,0
"Overtaking lanes","additional information","Latin America","Brazil","João Pessoa","Partial",NA,"Google maps",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Joinville","None",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Juiz de Fora","All",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Londrina","None",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Maceió","None",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Natal","None",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Niterói","All",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Olinda","All",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Porto Alegre","None",2014,"Personal Observation",2,0
"Overtaking lanes","additional information","Latin America","Brazil","Recife","Partial",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Rio de Janeiro","Partial",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Salvador","Partial",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Santos","None",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","São Paulo","Partial",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Sorocaba","None",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Sumaré","All",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Teresina","Partial",NA,"Google Maps",NA,0
"Overtaking lanes","additional information","Latin America","Brazil","Uberaba",NA,NA,"",NA,1
"Overtaking lanes","additional information","Latin America","Brazil","Uberlândia","None",2013,"SETTRAN",3,0
"Overtaking lanes","additional information","Latin America","Chile","Santiago","Partial",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Colombia","Barranquilla","Partial",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Colombia","Bogotá","All",2013,"www.transmilenio.gov.co",3,0
"Overtaking lanes","additional information","Latin America","Colombia","Bucaramanga","All",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Colombia","Cali","Partial",2014,"www.google.com & www.google.com",2,0
"Overtaking lanes","additional information","Latin America","Colombia","Cartagena","All",2015,"www.google.com.br",1,0
"Overtaking lanes","additional information","Latin America","Colombia","Medellín","Partial",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Colombia","Pereira","None",NA,"Megabús S.A.",NA,0
"Overtaking lanes","additional information","Latin America","Ecuador","Guayaquil","Partial",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Ecuador","Quito","Partial",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","El Salvador","Gran San Salvador",NA,NA,"",NA,1
"Overtaking lanes","additional information","Latin America","Guatemala","Guatemala","Partial",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Mexico","Chihuahua","None",2013,"www.youtube.com",3,0
"Overtaking lanes","additional information","Latin America","Mexico","Ecatepec","All",2013,"commons.wikimedia.org",3,0
"Overtaking lanes","additional information","Latin America","Mexico","Guadalajara","Partial",2013,"",3,0
"Overtaking lanes","additional information","Latin America","Mexico","Guadalupe","None",2014,"Google Maps",2,0
"Overtaking lanes","additional information","Latin America","Mexico","León de los Aldama","None",NA,"Dirección General de Movilidad",NA,0
"Overtaking lanes","additional information","Latin America","Mexico","Mexico City","None",2014,"www.google.com.br & www.google.com.br",2,0
"Overtaking lanes","additional information","Latin America","Mexico","Juárez","None",2013,"www.youtube.com",3,0
"Overtaking lanes","additional information","Latin America","Mexico","Monterrey","None",2014,"ecovia.nl.gob.mx",2,0
"Overtaking lanes","additional information","Latin America","Mexico","Nezahualcoyotl","All",2013,"www.youtube.com",3,0
"Overtaking lanes","additional information","Latin America","Mexico","Pachuca","Partial",2015,"www.google.com.br",1,0
"Overtaking lanes","additional information","Latin America","Mexico","Puebla","None",2015,"www.youtube.com",1,0
"Overtaking lanes","additional information","Latin America","Panama","Panama","None",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Peru","Lima","All",NA,"",NA,0
"Overtaking lanes","additional information","Latin America","Trinidad and Tobago","Port of Spain - Arima","None",2011,"www.youtube.com",5,0
"Overtaking lanes","additional information","Latin America","Uruguay","Montevideo","None",2013,"www.montevideo.gub.uy",3,0
"Overtaking lanes","additional information","Latin America","Venezuela","Caracas","None",2013,"Metro Caracas",3,0
"Overtaking lanes","additional information","Latin America","Venezuela","Merida","None",NA,"www.tromerca.gob.ve",NA,0
"Overtaking lanes","additional information","Latin America","Venezuela","Barquisimeto","None",2015,"www.youtube.com",1,0
"Overtaking lanes","additional information","Oceania","Australia","Adelaide","All",2014,"Google Maps",2,0
"Overtaking lanes","additional information","Oceania","Australia","Brisbane","All",2014,"Google Maps",2,0
"Overtaking lanes","additional information","Oceania","Australia","Sydney - Blacktown - Rouse Hill","All",NA,"",NA,0
"Overtaking lanes","additional information","Oceania","Australia","Sydney - Liverpool - Parramatta","All",NA,"",NA,0
"Overtaking lanes","additional information","Oceania","Australia","Sydney - Parramatta - Rouse Hill","All",NA,"",NA,0
"Overtaking lanes","additional information","Oceania","New Zealand","Auckland","All",2014,"Google Maps",2,0
"Overtaking lanes","additional information","Europe","Belgium","Liège","Partial",2009,"Google Maps",7,0
"Overtaking lanes","additional information","Europe","Czech Republic","Prague",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","Finland","Helsinki",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","France","Belfort","None",2014,"info.optymo.fr",2,0
"Overtaking lanes","additional information","Europe","France","Caen",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","France","Cannes","None",2014,"www.cannes.com",2,0
"Overtaking lanes","additional information","Europe","France","Châlon-sur-Saône","None",2013,"",3,0
"Overtaking lanes","additional information","Europe","France","Douai",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","France","Evry","None",2014,"stephanebeaudet.net",2,0
"Overtaking lanes","additional information","Europe","France","La Rochelle",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","France","Le Mans",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","France","Lille",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","France","Lorient",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","France","Lyon",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","France","Maubeuge",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","France","Metz","None",2013,"mettis.metzmetropole.fr",3,0
"Overtaking lanes","additional information","Europe","France","Nancy",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","France","Nantes","None",2011,"COST - European Cooperation in Science and Technology",5,0
"Overtaking lanes","additional information","Europe","France","Nice",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","France","Nîmes","None",2015,"Google Maps",1,0
"Overtaking lanes","additional information","Europe","France","Paris","None",2011,"",5,0
"Overtaking lanes","additional information","Europe","France","Rouen","None",2011,"COST - European Cooperation in Science and Technology",5,0
"Overtaking lanes","additional information","Europe","France","Saint-Nazaire","None",2014,"Google Maps",2,0
"Overtaking lanes","additional information","Europe","France","Strasbourg","None",2014,"technicity.daimler.com",2,0
"Overtaking lanes","additional information","Europe","France","Toulouse",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","Germany","Essen","None",2011,"COST - European Cooperation in Science and Technology",5,0
"Overtaking lanes","additional information","Europe","Germany","Hamburg","None",2011,"COST - European Cooperation in Science and Technology",5,0
"Overtaking lanes","additional information","Europe","Germany","Oberhausen","None",2011,"COST - European Cooperation in Science and Technology",5,0
"Overtaking lanes","additional information","Europe","Ireland","Dublin",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","Italy","Brescia",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","Italy","Prato","None",2014,"www.google.com",2,0
"Overtaking lanes","additional information","Europe","Netherlands","Almere",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","Netherlands","Amsterdam","None",2011,"COST - European Cooperation in Science and Technology",5,0
"Overtaking lanes","additional information","Europe","Netherlands","Eindhoven",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","Netherlands","Enschede",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","Netherlands","Utrecht",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","Portugal","Lisbon",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","Spain","Barcelona","None",2015,"www.youtube.com",1,0
"Overtaking lanes","additional information","Europe","Spain","Castellón",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","Spain","Madrid",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","Spain","Granada",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","Sweden","Gothenburg","Partial",2011,"COST - European Cooperation in Science and Technology",5,0
"Overtaking lanes","additional information","Europe","Sweden","Jonkoping",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","Sweden","Stockholm",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","Switzerland","Zurich","None",2011,"COST - European Cooperation in Science and Technology",5,0
"Overtaking lanes","additional information","Europe","Turkey","Istanbul","None",2015,"metrobus.iett.gov.tr",1,0
"Overtaking lanes","additional information","Europe","United Kingdom","Bradford","None",2014,"www.google.com",2,0
"Overtaking lanes","additional information","Europe","United Kingdom","Cambridge","None",2015,"www.thebusway.info",1,0
"Overtaking lanes","additional information","Europe","United Kingdom","Crawley",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","United Kingdom","Edinburgh",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","United Kingdom","Fareham - Gosport","None",2013,"www3.hants.gov.uk",3,0
"Overtaking lanes","additional information","Europe","United Kingdom","Kent",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","United Kingdom","Leeds",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","United Kingdom","London",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","United Kingdom","Luton",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","United Kingdom","Manchester","All",2011,"COST - European Cooperation in Science and Technology",5,0
"Overtaking lanes","additional information","Europe","United Kingdom","Runcorn","None",2012,"Google Maps",4,0
"Overtaking lanes","additional information","Europe","United Kingdom","Swansea",NA,NA,"",NA,1
"Overtaking lanes","additional information","Europe","United Kingdom","York",NA,NA,"",NA,1
"Overtaking lanes","additional information","Northern America","Canada","Brampton","Partial",2015,"en.wikipedia.org",1,0
"Overtaking lanes","additional information","Northern America","Canada","Gatineau","Partial",2014,"Google Maps",2,0
"Overtaking lanes","additional information","Northern America","Canada","Halifax",NA,NA,"",NA,1
"Overtaking lanes","additional information","Northern America","Canada","Ottawa","All",2015,"www.google.com.br",1,0
"Overtaking lanes","additional information","Northern America","Canada","Vancouver","None",NA,"",NA,0
"Overtaking lanes","additional information","Northern America","Canada","Waterloo","None",2014,"www.youtube.com",2,0
"Overtaking lanes","additional information","Northern America","Canada","Winnipeg",NA,NA,"",NA,1
"Overtaking lanes","additional information","Northern America","Canada","York Regional Municipality","None",2015,"www.google.com.br",1,0
"Overtaking lanes","additional information","Northern America","United States","Alexandria - Arlington","None",2015,"Google Maps",1,0
"Overtaking lanes","additional information","Northern America","United States","Albuquerque","None",2015,"Google Maps",1,0
"Overtaking lanes","additional information","Northern America","United States","Boston","None",2014,"Google Maps",2,0
"Overtaking lanes","additional information","Northern America","United States","Chicago","None",2012,"gridchicago.com",4,0
"Overtaking lanes","additional information","Northern America","United States","Cleveland","None",2013,"www.riderta.com",3,0
"Overtaking lanes","additional information","Northern America","United States","Eugene","None",2013,"LTD",3,0
"Overtaking lanes","additional information","Northern America","United States","Fort Collins","None",2015,"www.google.com.br",1,0
"Overtaking lanes","additional information","Northern America","United States","Hartford County","All",2016,"Google Earth",0,0
"Overtaking lanes","additional information","Northern America","United States","Kansas City","None",2012,"KCATA",4,0
"Overtaking lanes","additional information","Northern America","United States","Las Vegas","None",2014,"Google Maps",2,0
"Overtaking lanes","additional information","Northern America","United States","Los Angeles","All",2007,"Metro Orange Line presented to APTA by Dana Woodbury",9,0
"Overtaking lanes","additional information","Northern America","United States","Miami",NA,NA,"",NA,1
"Overtaking lanes","additional information","Northern America","United States","New York","Partial",2013,"www.nbrti.org",3,0
"Overtaking lanes","additional information","Northern America","United States","Oakland",NA,NA,"",NA,1
"Overtaking lanes","additional information","Northern America","United States","Orlando",NA,NA,"",NA,1
"Overtaking lanes","additional information","Northern America","United States","Phoenix",NA,NA,"",NA,1
"Overtaking lanes","additional information","Northern America","United States","Pittsburgh",NA,NA,"",NA,1
"Overtaking lanes","additional information","Northern America","United States","San Bernardino","None",NA,"",NA,0
"Overtaking lanes","additional information","Northern America","United States","San Diego",NA,NA,"",NA,1
"Overtaking lanes","additional information","Northern America","United States","Snohomish County","None",2013,"",3,0
"Overtaking lanes","additional information","Northern America","United States","Stockton",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","China","Beijing","None",2013,"",3,0
"Overtaking lanes","additional information","Asia","China","Changde",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","China","Changzhou",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","China","Chengdu","None",2014,"www.transportphoto.net",2,0
"Overtaking lanes","additional information","Asia","China","Chongqing",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","China","Dalian",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","China","Guangzhou","All",2013,"www.chinabrt.org",3,0
"Overtaking lanes","additional information","Asia","China","Hangzhou",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","China","Hefei",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","China","Jinan","None",2014,"www.itdp.org",2,0
"Overtaking lanes","additional information","Asia","China","Kunming",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","China","Lanzhou","All",2013,"www.chinabrt.org",3,0
"Overtaking lanes","additional information","Asia","China","Lianyungang","None",2013,"www.chinabrt.org",3,0
"Overtaking lanes","additional information","Asia","China","Urumqi",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","China","Xiamen",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","China","Yancheng","None",2013,"www.chinabrt.org",3,0
"Overtaking lanes","additional information","Asia","China","Yichang","All",2015,"www.chinabrt.org",1,0
"Overtaking lanes","additional information","Asia","China","Yinchuan","None",2013,"www.chinabrt.org",3,0
"Overtaking lanes","additional information","Asia","China","Zaozhuang",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","China","Zhengzhou","None",2013,"www.chinabrt.org",3,0
"Overtaking lanes","additional information","Asia","India","Ahmedabad","None",2013,"www.worldbrt.net",3,0
"Overtaking lanes","additional information","Asia","India","Bhopal","None",2013,"",3,0
"Overtaking lanes","additional information","Asia","India","Indore","All",2013,"EMBARQ India",3,0
"Overtaking lanes","additional information","Asia","India","Jaipur","None",2011,"Primary Survey,EMBARQ",5,0
"Overtaking lanes","additional information","Asia","India","Pune - Primpi-Chinchwad",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","India","Rajkot",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","India","Surat","None",2014,"www.youtube.com",2,0
"Overtaking lanes","additional information","Asia","Indonesia","Jakarta","None",2014,"Transjakarta",2,0
"Overtaking lanes","additional information","Asia","Iran","Isfahan",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","Iran","Tabriz",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","Iran","Tehran","None",2014,"trafficorg.tehran.ir",2,0
"Overtaking lanes","additional information","Asia","Israel","Haifa","None",2013,"www.dannorth.co.il",3,0
"Overtaking lanes","additional information","Asia","Japan","Kesennuma - Tome",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","Japan","Nagoya",NA,NA,"",NA,1
"Overtaking lanes","additional information","Asia","Malaysia","Subang Jaya","None",2015,"www.youtube.com",1,0
