"Indicator","Category","Region","Country","City","Value","Year","Source","Timeliness","nas"
"Real time information","additional information","Latin America","Brazil","Belém",NA,NA,"",NA,1
"Real time information","additional information","Latin America","Brazil","Belo Horizonte","Partial",2014,"www.bhtrans.pbh.gov.br",2,0
"Real time information","additional information","Latin America","Brazil","Blumenau","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Brasília","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Campinas","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Campo Grande","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Caxias do Sul","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Criciúma","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Curitiba","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","São Paulo - Metropolitan area","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Feira de Santana","None",2013,"Google maps",3,0
"Real time information","additional information","Latin America","Brazil","Fortaleza","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Goiânia",NA,NA,"",NA,1
"Real time information","additional information","Latin America","Brazil","Guarulhos",NA,NA,"",NA,1
"Real time information","additional information","Latin America","Brazil","Jaboatão dos Guararapes","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","João Pessoa","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Joinville","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Juiz de Fora","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Londrina","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Maceió","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Natal","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Niterói","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Olinda","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Porto Alegre","None",2014,"Personal Observation",2,0
"Real time information","additional information","Latin America","Brazil","Recife","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Rio de Janeiro","Partial",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Salvador","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Santos","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","São Paulo","Partial",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Sorocaba","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Sumaré","None",NA,"",NA,0
"Real time information","additional information","Latin America","Brazil","Teresina",NA,NA,"",NA,1
"Real time information","additional information","Latin America","Brazil","Uberaba","Partial",2015,"www.uberaba.mg.gov.br",1,0
"Real time information","additional information","Latin America","Brazil","Uberlândia","All",2013,"www.uberlandia.mg.gov.br",3,0
"Real time information","additional information","Latin America","Chile","Santiago","None",NA,"",NA,0
"Real time information","additional information","Latin America","Colombia","Barranquilla","All",NA,"",NA,0
"Real time information","additional information","Latin America","Colombia","Bogotá","All",2012,"thecityfixbrasil.com",4,0
"Real time information","additional information","Latin America","Colombia","Bucaramanga","All",NA,"",NA,0
"Real time information","additional information","Latin America","Colombia","Cali","All",2015,"mio.com.co",1,0
"Real time information","additional information","Latin America","Colombia","Cartagena",NA,NA,"",NA,1
"Real time information","additional information","Latin America","Colombia","Medellín","None",NA,"",NA,0
"Real time information","additional information","Latin America","Colombia","Pereira","None",NA,"",NA,0
"Real time information","additional information","Latin America","Ecuador","Guayaquil","None",NA,"Metrovía",NA,0
"Real time information","additional information","Latin America","Ecuador","Quito","None",NA,"",NA,0
"Real time information","additional information","Latin America","El Salvador","Gran San Salvador",NA,NA,"",NA,1
"Real time information","additional information","Latin America","Guatemala","Guatemala","None",NA,"",NA,0
"Real time information","additional information","Latin America","Mexico","Chihuahua","None",NA,"",NA,0
"Real time information","additional information","Latin America","Mexico","Ecatepec","None",2013,"",3,0
"Real time information","additional information","Latin America","Mexico","Guadalajara","None",NA,"",NA,0
"Real time information","additional information","Latin America","Mexico","Guadalupe",NA,NA,"",NA,1
"Real time information","additional information","Latin America","Mexico","León de los Aldama","None",NA,"",NA,0
"Real time information","additional information","Latin America","Mexico","Mexico City","None",NA,"",NA,0
"Real time information","additional information","Latin America","Mexico","Juárez",NA,NA,"",NA,1
"Real time information","additional information","Latin America","Mexico","Monterrey","All",2014,"ecovia.nl.gob.mx",2,0
"Real time information","additional information","Latin America","Mexico","Nezahualcoyotl","None",2013,"rottenspoon666.blogspot.com.br",3,0
"Real time information","additional information","Latin America","Mexico","Pachuca",NA,NA,"",NA,1
"Real time information","additional information","Latin America","Mexico","Puebla",NA,NA,"",NA,1
"Real time information","additional information","Latin America","Panama","Panama","None",NA,"",NA,0
"Real time information","additional information","Latin America","Peru","Lima","None",NA,"Protransporte Planing and Information System Office",NA,0
"Real time information","additional information","Latin America","Trinidad and Tobago","Port of Spain - Arima","None",2011,"www.youtube.com",5,0
"Real time information","additional information","Latin America","Uruguay","Montevideo","All",2013,"www.montevideo.gub.uy",3,0
"Real time information","additional information","Latin America","Venezuela","Caracas","None",2013,"Metro Caracas",3,0
"Real time information","additional information","Latin America","Venezuela","Merida","All",NA,"www.tramz.com",NA,0
"Real time information","additional information","Latin America","Venezuela","Barquisimeto","None",NA,"",NA,0
"Real time information","additional information","Oceania","Australia","Adelaide","None",2013,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia",3,0
"Real time information","additional information","Oceania","Australia","Brisbane","All",2013,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia",3,0
"Real time information","additional information","Oceania","Australia","Sydney - Blacktown - Rouse Hill","None",2013,"Currie G; Delbosc, A. (2013) Assessing bus rapid transit system performance in Australasia",3,0
"Real time information","additional information","Oceania","Australia","Sydney - Liverpool - Parramatta","All",2013,"Currie G; Delbosc, A. (2013) Assessing bus rapid transit system performance in Australasia",3,0
"Real time information","additional information","Oceania","Australia","Sydney - Parramatta - Rouse Hill","None",2013,"Currie G; Delbosc, A. (2013) Assessing bus rapid transit system performance in Australasia",3,0
"Real time information","additional information","Oceania","New Zealand","Auckland","All",2013,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia",3,0
"Real time information","additional information","Europe","Belgium","Liège","None",2009,"Google Maps",7,0
"Real time information","additional information","Europe","Czech Republic","Prague","All",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","Finland","Helsinki","All",2013,"www.hsl.fi",3,0
"Real time information","additional information","Europe","France","Belfort","All",2014,"info.optymo.fr",2,0
"Real time information","additional information","Europe","France","Caen",NA,NA,"",NA,1
"Real time information","additional information","Europe","France","Cannes","All",2014,"www.silteplait.info",2,0
"Real time information","additional information","Europe","France","Châlon-sur-Saône","All",2013,"transvosges.wordpress.com",3,0
"Real time information","additional information","Europe","France","Douai",NA,NA,"",NA,1
"Real time information","additional information","Europe","France","Evry","None",2012,"essonneinfo.fr",4,0
"Real time information","additional information","Europe","France","La Rochelle",NA,NA,"",NA,1
"Real time information","additional information","Europe","France","Le Mans","All",2016,"www.cenovia.fr",0,0
"Real time information","additional information","Europe","France","Lille",NA,NA,"",NA,1
"Real time information","additional information","Europe","France","Lorient","All",2011,"COST - European Cooperation in Science and Technology .",5,0
"Real time information","additional information","Europe","France","Lyon",NA,NA,"",NA,1
"Real time information","additional information","Europe","France","Maubeuge",NA,NA,"",NA,1
"Real time information","additional information","Europe","France","Metz","All",2013,"mettis.metzmetropole.fr",3,0
"Real time information","additional information","Europe","France","Nancy",NA,NA,"",NA,1
"Real time information","additional information","Europe","France","Nantes","All",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","France","Nice",NA,NA,"",NA,1
"Real time information","additional information","Europe","France","Nîmes","All",2015,"commons.wikimedia.org",1,0
"Real time information","additional information","Europe","France","Paris","All",2011,"",5,0
"Real time information","additional information","Europe","France","Rouen","All",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","France","Saint-Nazaire","All",2014,"www.agglo-carene.fr",2,0
"Real time information","additional information","Europe","France","Strasbourg","All",2014,"www.flickr.com",2,0
"Real time information","additional information","Europe","France","Toulouse",NA,NA,"",NA,1
"Real time information","additional information","Europe","Germany","Essen","None",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","Germany","Hamburg","All",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","Germany","Oberhausen","All",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","Ireland","Dublin",NA,NA,"",NA,1
"Real time information","additional information","Europe","Italy","Brescia","All",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","Italy","Prato",NA,NA,"",NA,1
"Real time information","additional information","Europe","Netherlands","Almere","None",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","Netherlands","Amsterdam","All",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","Netherlands","Eindhoven",NA,NA,"",NA,1
"Real time information","additional information","Europe","Netherlands","Enschede","Partial",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","Netherlands","Utrecht",NA,NA,"",NA,1
"Real time information","additional information","Europe","Portugal","Lisbon","All",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","Spain","Barcelona","All",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","Spain","Castellón",NA,NA,"",NA,1
"Real time information","additional information","Europe","Spain","Madrid","None",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","Spain","Granada","All",2015,"www.movilidadgranada.com",1,0
"Real time information","additional information","Europe","Sweden","Gothenburg","All",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","Sweden","Jonkoping","All",2011,"",5,0
"Real time information","additional information","Europe","Sweden","Stockholm","All",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","Switzerland","Zurich","All",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","Turkey","Istanbul","None",NA,"",NA,0
"Real time information","additional information","Europe","United Kingdom","Bradford",NA,NA,"",NA,1
"Real time information","additional information","Europe","United Kingdom","Cambridge","All",2015,"www.thebusway.info",1,0
"Real time information","additional information","Europe","United Kingdom","Crawley",NA,NA,"",NA,1
"Real time information","additional information","Europe","United Kingdom","Edinburgh",NA,NA,"",NA,1
"Real time information","additional information","Europe","United Kingdom","Fareham - Gosport","All",2013,"www3.hants.gov.uk",3,0
"Real time information","additional information","Europe","United Kingdom","Kent",NA,NA,"",NA,1
"Real time information","additional information","Europe","United Kingdom","Leeds",NA,NA,"",NA,1
"Real time information","additional information","Europe","United Kingdom","London","All",2014,"m.todayonline.com",2,0
"Real time information","additional information","Europe","United Kingdom","Luton",NA,NA,"",NA,1
"Real time information","additional information","Europe","United Kingdom","Manchester","None",2011,"COST - European Cooperation in Science and Technology",5,0
"Real time information","additional information","Europe","United Kingdom","Runcorn","None",2012,"Google Maps",4,0
"Real time information","additional information","Europe","United Kingdom","Swansea",NA,NA,"",NA,1
"Real time information","additional information","Europe","United Kingdom","York",NA,NA,"",NA,1
"Real time information","additional information","Northern America","Canada","Brampton","All",2015,"www.brampton.ca",1,0
"Real time information","additional information","Northern America","Canada","Gatineau","All",2014,"www.novabus.com",2,0
"Real time information","additional information","Northern America","Canada","Halifax",NA,NA,"",NA,1
"Real time information","additional information","Northern America","Canada","Ottawa","All",2015,"ottawa.ca",1,0
"Real time information","additional information","Northern America","Canada","Vancouver","All",NA,"www.itscanada.ca           vancouver.ca",NA,0
"Real time information","additional information","Northern America","Canada","Waterloo","All",2015,"www.grt.ca",1,0
"Real time information","additional information","Northern America","Canada","Winnipeg","All",2012,"Winnipeg Transit",4,0
"Real time information","additional information","Northern America","Canada","York Regional Municipality","All",2015,"yorkregiontransit.com",1,0
"Real time information","additional information","Northern America","United States","Alexandria - Arlington",NA,NA,"",NA,1
"Real time information","additional information","Northern America","United States","Albuquerque","All",2015,"www.cabq.gov",1,0
"Real time information","additional information","Northern America","United States","Boston","None",2014,"Personal Observation",2,0
"Real time information","additional information","Northern America","United States","Chicago","All",2012,"gridchicago.com",4,0
"Real time information","additional information","Northern America","United States","Cleveland","All",2013,"www.riderta.com",3,0
"Real time information","additional information","Northern America","United States","Eugene","All",2013,"LTD",3,0
"Real time information","additional information","Northern America","United States","Fort Collins","All",2016,"www.ridetransfort.com",0,0
"Real time information","additional information","Northern America","United States","Hartford County","All",2015,"www.youtube.com",1,0
"Real time information","additional information","Northern America","United States","Kansas City","All",2012,"www.nbrti.org",4,0
"Real time information","additional information","Northern America","United States","Las Vegas",NA,NA,"",NA,1
"Real time information","additional information","Northern America","United States","Los Angeles","All",2012,"www.gobrt.org",4,0
"Real time information","additional information","Northern America","United States","Miami",NA,NA,"",NA,1
"Real time information","additional information","Northern America","United States","New York","All",2015,"web.mta.info",1,0
"Real time information","additional information","Northern America","United States","Oakland",NA,NA,"",NA,1
"Real time information","additional information","Northern America","United States","Orlando",NA,NA,"",NA,1
"Real time information","additional information","Northern America","United States","Phoenix",NA,NA,"",NA,1
"Real time information","additional information","Northern America","United States","Pittsburgh",NA,NA,"",NA,1
"Real time information","additional information","Northern America","United States","San Bernardino","All",2014,"www.omnitrans.org",2,0
"Real time information","additional information","Northern America","United States","San Diego","All",2013,"www.sdmts.com",3,0
"Real time information","additional information","Northern America","United States","Snohomish County","All",2011,"www.apta.com",5,0
"Real time information","additional information","Northern America","United States","Stockton",NA,NA,"",NA,1
"Real time information","additional information","Asia","China","Beijing","All",2013,"",3,0
"Real time information","additional information","Asia","China","Changde",NA,NA,"",NA,1
"Real time information","additional information","Asia","China","Changzhou",NA,NA,"",NA,1
"Real time information","additional information","Asia","China","Chengdu","All",2013,"www.gochengdoo.com",3,0
"Real time information","additional information","Asia","China","Chongqing",NA,NA,"",NA,1
"Real time information","additional information","Asia","China","Dalian",NA,NA,"",NA,1
"Real time information","additional information","Asia","China","Guangzhou","All",2013,"",3,0
"Real time information","additional information","Asia","China","Hangzhou",NA,NA,"",NA,1
"Real time information","additional information","Asia","China","Hefei",NA,NA,"",NA,1
"Real time information","additional information","Asia","China","Jinan",NA,NA,"",NA,1
"Real time information","additional information","Asia","China","Kunming",NA,NA,"",NA,1
"Real time information","additional information","Asia","China","Lanzhou","All",2013,"www.chinabrt.org",3,0
"Real time information","additional information","Asia","China","Lianyungang","All",2013,"www.chinabrt.org",3,0
"Real time information","additional information","Asia","China","Urumqi","All",2016,"www.chinabrt.org",0,0
"Real time information","additional information","Asia","China","Xiamen",NA,NA,"",NA,1
"Real time information","additional information","Asia","China","Yancheng",NA,NA,"",NA,1
"Real time information","additional information","Asia","China","Yichang","All",2015,"news.3xgd.com",1,0
"Real time information","additional information","Asia","China","Yinchuan","All",2013,"www.chinabrt.org",3,0
"Real time information","additional information","Asia","China","Zaozhuang",NA,NA,"",NA,1
"Real time information","additional information","Asia","China","Zhengzhou",NA,NA,"",NA,1
"Real time information","additional information","Asia","India","Ahmedabad","All",2013,"www.worldbrt.net",3,0
"Real time information","additional information","Asia","India","Bhopal","All",2013,"www.mybusbhopal.in",3,0
"Real time information","additional information","Asia","India","Indore",NA,NA,"",NA,1
"Real time information","additional information","Asia","India","Jaipur","None",2011,"Primary Survey,EMBARQ",5,0
"Real time information","additional information","Asia","India","Pune - Primpi-Chinchwad","All",2016,"rainbowbrtpune.wordpress.com",0,0
"Real time information","additional information","Asia","India","Rajkot",NA,NA,"",NA,1
"Real time information","additional information","Asia","India","Surat","All",2014,"Integrated City Bus Services Surat at www.asiabrts.org",2,0
"Real time information","additional information","Asia","Indonesia","Jakarta","None",2014,"Transjakarta",2,0
"Real time information","additional information","Asia","Iran","Isfahan",NA,NA,"",NA,1
"Real time information","additional information","Asia","Iran","Tabriz",NA,NA,"",NA,1
"Real time information","additional information","Asia","Iran","Tehran","All",2014,"trafficorg.tehran.ir",2,0
"Real time information","additional information","Asia","Israel","Haifa","All",2015,"www.dannorth.co.il",1,0
"Real time information","additional information","Asia","Japan","Kesennuma - Tome",NA,NA,"",NA,1
"Real time information","additional information","Asia","Japan","Nagoya",NA,NA,"",NA,1
"Real time information","additional information","Asia","Malaysia","Subang Jaya","All",2015,"www.youtube.com",1,0
"Real time information","additional information","Asia","Pakistan","Islamabad - Rawalpindi",NA,NA,"",NA,1
"Real time information","additional information","Asia","Pakistan","Lahore","All",2015,"www.pma.punjab.gov.pk",1,0
"Real time information","additional information","Asia","Republic of Korea","Seoul",NA,NA,"",NA,1
"Real time information","additional information","Asia","Taiwan","Chiayi","All",2014,"e-bus.chiayi.gov.tw",2,0
"Real time information","additional information","Asia","Taiwan","Taichung",NA,NA,"",NA,1
"Real time information","additional information","Asia","Taiwan","Taipei","All",2014,"BRT Experiences : Taiwan at www.asiabrts.org",2,0
"Real time information","additional information","Asia","Thailand","Bangkok",NA,NA,"",NA,1
"Real time information","additional information","Africa","Nigeria","Lagos",NA,NA,"",NA,1
"Real time information","additional information","Africa","South Africa","Cape Town","All",2015,"MyCiti",1,0
"Real time information","additional information","Africa","South Africa","Johannesburg","All",2013,"Rea Vaya",3,0
"Propulsion, standard buses","system fleet","Latin America","Argentina","Buenos Aires",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Argentina","Córdoba",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Argentina","Rosario",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Belém",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Belo Horizonte","Combustion",2013,"BHTrans",3,0
"Propulsion, standard buses","system fleet","Latin America","Brazil","Blumenau",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Brasília",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Campinas",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Campo Grande",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Caxias do Sul",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Criciúma",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Curitiba","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Latin America","Brazil","São Paulo - Metropolitan area",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Feira de Santana",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Fortaleza",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Goiânia",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Guarulhos","Combustion",2009,"www.google.com.br",7,0
"Propulsion, standard buses","system fleet","Latin America","Brazil","Jaboatão dos Guararapes",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","João Pessoa",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Joinville",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Juiz de Fora",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Londrina",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Maceió",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Natal",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Niterói",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Olinda",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Porto Alegre","Combustion",2013,"EPTC",3,0
"Propulsion, standard buses","system fleet","Latin America","Brazil","Recife",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Rio de Janeiro",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Salvador",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Santos",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","São Paulo",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Sorocaba",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Sumaré",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Teresina",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Uberaba",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Brazil","Uberlândia","Hybrid, Eletric & Combustion",2014,"www.uberlandia.mg.gov.br",2,0
"Propulsion, standard buses","system fleet","Latin America","Chile","Santiago",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Colombia","Barranquilla","Combustion",2012,"Transmetro S.A.",4,0
"Propulsion, standard buses","system fleet","Latin America","Colombia","Bogotá",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Colombia","Bucaramanga","Combustion",2012,"Metrolínea",4,0
"Propulsion, standard buses","system fleet","Latin America","Colombia","Cali","Combustion",2012,"Metro Cali S.A.",4,0
"Propulsion, standard buses","system fleet","Latin America","Colombia","Cartagena",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Colombia","Medellín","Electric",2012,"Metroplús",4,0
"Propulsion, standard buses","system fleet","Latin America","Colombia","Pereira","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Latin America","Ecuador","Guayaquil","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Latin America","Ecuador","Quito","Combustion",2012,"Empresa Pública Metropolitana de Transporte de Pasajeros de Quito (EPMTPQ)",4,0
"Propulsion, standard buses","system fleet","Latin America","El Salvador","Gran San Salvador",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Guatemala","Guatemala",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Mexico","Chihuahua",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Mexico","Ecatepec","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Latin America","Mexico","Guadalajara","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Latin America","Mexico","Guadalupe",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Mexico","León de los Aldama","Combustion",2012,"Optibús",4,0
"Propulsion, standard buses","system fleet","Latin America","Mexico","Mexico City","Combustion",2014,"METROBÚS",2,0
"Propulsion, standard buses","system fleet","Latin America","Mexico","Juárez",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Mexico","Monterrey",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Mexico","Nezahualcoyotl",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Mexico","Pachuca","Combustion",2014,"hidalgo.quadratin.com.mx",2,0
"Propulsion, standard buses","system fleet","Latin America","Mexico","Puebla",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Panama","Panama",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Peru","Lima","Combustion",2012,"PROTRANSPORTE",4,0
"Propulsion, standard buses","system fleet","Latin America","Trinidad and Tobago","Port of Spain - Arima",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Uruguay","Montevideo",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Latin America","Venezuela","Caracas","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Latin America","Venezuela","Merida","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Latin America","Venezuela","Barquisimeto",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Oceania","Australia","Adelaide",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Oceania","Australia","Brisbane",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Oceania","Australia","Sydney - Blacktown - Rouse Hill",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Oceania","Australia","Sydney - Liverpool - Parramatta",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Oceania","Australia","Sydney - Parramatta - Rouse Hill",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Oceania","New Zealand","Auckland",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Belgium","Liège",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Czech Republic","Prague",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Finland","Helsinki",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","France","Belfort","Combustion",2014,"info.optymo.fr",2,0
"Propulsion, standard buses","system fleet","Europe","France","Caen",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","France","Cannes",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","France","Châlon-sur-Saône","Combustion",2013,"www.ville-rail-transports.com",3,0
"Propulsion, standard buses","system fleet","Europe","France","Douai",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","France","Evry",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","France","La Rochelle",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","France","Le Mans","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Europe","France","Lille",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","France","Lorient",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","France","Lyon",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","France","Maubeuge",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","France","Metz","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Europe","France","Nancy",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","France","Nantes","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Europe","France","Nice",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","France","Nîmes","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Europe","France","Paris",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","France","Rouen","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Europe","France","Saint-Nazaire","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Europe","France","Strasbourg","N/A",2014,"technicity.daimler.com",2,0
"Propulsion, standard buses","system fleet","Europe","France","Toulouse",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Germany","Essen","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Europe","Germany","Hamburg","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Europe","Germany","Oberhausen",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Ireland","Dublin",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Italy","Brescia",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Italy","Prato",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Netherlands","Almere",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Netherlands","Amsterdam","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Europe","Netherlands","Eindhoven",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Netherlands","Enschede",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Netherlands","Utrecht",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Portugal","Lisbon",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Spain","Barcelona","Combustion",2011,"COST - European Cooperation in Science and Technology",5,0
