"REGION","COUNTRY","CITY","CORRIDOR","CORRIDOR_LENGTH_KM","DAILY_DEMAND_CORRIDOR_PASSENGERS_PER_DAY","GRADE_SEPARATED_INTERSECTIONS_CORRIDOR","LENGTH_OF_EXCLUSIVE_LANES_CORRIDOR_KM","LENGTH_OF_SEGREGATED_COUNTERFLOW_LANES_CORRIDOR_KM","LENGTH_OF_SEGREGATED_LANES_CORRIDOR_KM","OPERATING_SPEED_CORRIDOR","PEAK_FREQUENCY_CORRIDOR_BUSES_PER_HOUR_PER_DIRECTION","PEAK_LOAD_CORRIDOR_PASSENGERS_PER_HOUR_PER_DIRECTION","PHYSICALLY_INTEGRATED_FEEDERS","PRE_BOARD_FARE_COLLECTION_CORRIDOR","STATION_SPACING_CORRIDOR_M","TOTAL_COST_PER_KILOMETER_CORRIDOR_US_MILLION_PER_KM","YEAR_CORRIDOR_COMMENCED"
"Europe","France","Nîmes","Tango+ T1","trambus.nimes-metropole.fr","trambus.nimes-metropole.fr","www.tangobus.fr","Google Maps","Google Maps","trambus.nimes-metropole.fr","www.tangobus.fr","trambus.nimes-metropole.fr","","","www.tangobus.fr","Calculated using system length and stations","","trambus.nimes-metropole.fr"
"Europe","France","Paris","Ligne 393, RATP","www.agglo-hautvaldemarne.fr","www.agglo-hautvaldemarne.fr","www.agglo-hautvaldemarne.fr","www.agglo-hautvaldemarne.fr","www.agglo-hautvaldemarne.fr","www.agglo-hautvaldemarne.fr","www.agglo-hautvaldemarne.fr","www.agglo-hautvaldemarne.fr","","COST - European Cooperation in Science and Technology","fr.wikipedia.org","Calculated using corridor length and stations","","fr.wikipedia.org"
"Europe","France","Paris","T Zen 1","www.tzen.com","www.tzen.com","T Zen","www.tzen.com","www.tzen.com","www.tzen.com","","","","COST - European Cooperation in Science and Technology","fr.wikipedia.org","Calculated using corridor length and stations","","www.tzen.com"
"Europe","France","Paris","TVM","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","Calculated using corridor length and stations","","COST - European Cooperation in Science and Technology"
"Europe","France","Rouen","T1","Google Maps","","COST - European Cooperation in Science and Technology","","","","","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","Calculated using corridor length and stations","","www.la-crea.fr"
"Europe","France","Rouen","T2","Google Maps","","COST - European Cooperation in Science and Technology","","","","","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","Calculated using corridor length and stations","","www.la-crea.fr"
"Europe","France","Rouen","T3","Google Maps","","COST - European Cooperation in Science and Technology","","","","","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","Calculated using corridor length and stations","","www.la-crea.fr"
"Europe","France","Saint-Nazaire","Hélyce","www.mobilicites.com","www.mobilicites.com","www.youtube.com","","","www.mobilicites.com","Google Transit","www.mobilicites.com","","","www.youtube.com","Calculated using corridor length and stations","www.mobilicites.com","www.mobilicites.com"
"Europe","France","Strasbourg","Ligne G","fr.wikipedia.org","technicity.daimler.com","www5.mercedes-benz.com","","","","www.en.strasbourg.eu","","","","www5.mercedes-benz.com","Calculated using corridor length and stations","fr.wikipedia.org","www.cts-strasbourg.eu"
"Europe","France","Toulouse","","Viva 2010 ( www.uncrd.or.jp ); CERTU 2010","Viva 2010 ( www.uncrd.or.jp ); CERTU 2010","","","","","Viva 2010 ( www.uncrd.or.jp ); CERTU 2010","Viva 2010 ( www.uncrd.or.jp ); CERTU 2010","","","","","Viva 2010 ( www.uncrd.or.jp ); CERTU 2010","Viva 2010 ( www.uncrd.or.jp ); CERTU 2010"
"Europe","Germany","Essen","The Spurbus","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","COST - European Cooperation in Science and Technology"
"Europe","Germany","Hamburg","Line 5","www.via-bus.de","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","Calculated using system length and stations","",""
"Europe","Germany","Oberhausen","ÖPNV-Trasse","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","","Calculated using system length and stations","","COST - European Cooperation in Science and Technology"
"Europe","Ireland","Dublin","","Heddebaut O. et. al ""The European Bus with a High Level of Service (BHLS): Concept and Practice"", Built Environment Vol 36, No. 3, 2010","Heddebaut O. et. al ""The European Bus with a High Level of Service (BHLS): Concept and Practice"", Built Environment Vol 36, No. 3, 2010","","","","","","","Heddebaut O. et. al ""The European Bus with a High Level of Service (BHLS): Concept and Practice"", Built Environment Vol 36, No. 3, 2010","","","","","Heddebaut O. et. al ""The European Bus with a High Level of Service (BHLS): Concept and Practice"", Built Environment Vol 36, No. 3, 2010"
"Europe","Italy","Brescia","LAM1","","","","","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","","COST - European Cooperation in Science and Technology","",""
"Europe","Italy","Brescia","LAM2","","COST - European Cooperation in Science and Technology","","","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","","COST - European Cooperation in Science and Technology","",""
"Europe","Italy","Prato","Arancio","Google Maps","","www.google.com","Google Maps","Google Maps","Google Maps","Google Transit","www.capautolinee.it","","","www.capautolinee.it","Calculated using corridor length and stations","","www.capautolinee.it"
"Europe","Italy","Prato","Blu","Google Maps","","www.google.com","Google Maps","Google Maps","Google Maps","Google Transit","www.capautolinee.it","","","www.capautolinee.it","Calculated using corridor length and stations","","www.uitp.org"
"Europe","Italy","Prato","Rossa","Google Maps","","www.google.com","Google Maps","Google Maps","Google Maps","Google Transit","www.capautolinee.it","","","www.capautolinee.it","Calculated using corridor length and stations","","www.uitp.org"
"Europe","Netherlands","Almere","Line 1","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology","",""
"Europe","Netherlands","Amsterdam","Zuidtangent","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","ITDP","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","Calculated using corridor length and stations","","COST - European Cooperation in Science and Technology"
"Europe","Netherlands","Eindhoven","Phileas","citytransport.info","Bus Rapid Transit Planning Guide (ITDP) 2007","","","","","Bus Rapid Transit Planning Guide (ITDP) 2007","","","","","","","Bus Rapid Transit Planning Guide (ITDP) 2007"
"Europe","Netherlands","Enschede","Line 2","Google Earth","COST - European Cooperation in Science and Technology P158","COST - European Cooperation in Science and Technology","","","","COST - European Cooperation in Science and Technology P158","","","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology P158","","COST - European Cooperation in Science and Technology P158"
"Europe","Netherlands","Enschede","Line3","Google Earth","COST - European Cooperation in Science and Technology P158","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology P158","","","COST - European Cooperation in Science and Technology P158","","","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology P158","","COST - European Cooperation in Science and Technology P158"
"Europe","Netherlands","Utrecht","","Viva 2010 ( www.uncrd.or.jp );www.ashford.gov.uk ; www.chinabrt.org","Viva 2010 ( www.uncrd.or.jp );www.ashford.gov.uk ;www.chinabrt.org","","","","","","Viva 2010 ( www.uncrd.or.jp );www.ashford.gov.uk ; www.chinabrt.org","","","","","","Viva 2010 ( www.uncrd.or.jp );www.ashford.gov.uk ; www.chinabrt.org"
"Europe","Portugal","Lisbon","24 de Julho Corridor (mixed traffic with 10 tramways)","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","European Cooperation in Science and Technology. 2011. Buses with High Level Service – Fundamental characteristics and recommendations for decision-making and research.","","","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology"
"Europe","Spain","Barcelona","Línia 64: Barceloneta - Pedralbes","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","www.tmb.cat","COST - European Cooperation in Science and Technology","www.tmb.cat","www.tmb.cat","Calculated using corridor length and stations","","COST - European Cooperation in Science and Technology"
"Europe","Spain","Castellon","Line 1","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","","COST - European Cooperation in Science and Technology","",""
"Europe","Spain","Granada","LAC","granadaimedia.com","Calculated using annual demand and 300 working days","www.youtube.com","granadaimedia.com","granadaimedia.com","granadaimedia.com","","www.granadadirect.com","","www.movilidadgranada.com","www.movilidadgranada.com","Calculated using system length and stations","","www.granadadirect.com"
"Europe","Spain","Madrid","Bus VAO","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology"
"Europe","Sweden","Gothenburg","Stombuss","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","Calculated using corridor length and stations","Viva 2010 ( www.uncrd.or.jp ); www.thefreelibrary.com ;www.bussbranschen.se","COST - European Cooperation in Science and Technology"
"Europe","Sweden","Jonkoping","Line1","","","","","","","COST - European Cooperation in Science and Technology","","","","","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology"
"Europe","Sweden","Jonkoping","Line2","","","","","","","COST - European Cooperation in Science and Technology","","","","","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology"
"Europe","Sweden","Jonkoping","Line3","","","","","","","COST - European Cooperation in Science and Technology","","","","","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology"
"Europe","Sweden","Stockholm","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","","","",""
"Europe","Switzerland","Zurich","Line 31","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","Calculated using corridor length and stations","","COST - European Cooperation in Science and Technology"
"Europe","Turkey","Istanbul","TUYAP - Sogutlucesme Metrobus Corridor","IETT","IETT","","IETT","IETT","IETT","IETT","IETT","Levinson H. et. al - A Bus Rapid Transit Line Case Study: Istanbul’s Metrobüs SystemLevinson H. et. al - A Bus Rapid Transit Line Case Study: Istanbul’s Metrobüs SystemLevinson H. et. al - A Bus Rapid Transit Line Case Study: Istanbul’s Metrobüs System","","brt.mercedes-benz.com","Calculated using corridor length and stations","Levinson H. et. al - A Bus Rapid Transit Line Case Study: Istanbul’s Metrobüs SystemLevinson H. et. al - A Bus Rapid Transit Line Case Study: Istanbul’s Metrobüs SystemLevinson H. et. al - A Bus Rapid Transit Line Case Study: Istanbul’s Metrobüs System","IETT"
"Europe","United Kingdom","Bradford","Manchester Road","Google Maps","www.ashford.gov.uk","www.google.com","Google Maps","","","","webarchive.nationalarchives.gov.uk","","","www.firstgroup.com","Calculated using corridor length and stations","","webarchive.nationalarchives.gov.uk"
"Europe","United Kingdom","Cambridge","The Busway","www.cambridgeshire.gov.uk","Calculated using annual demand and 300 working days","www.thebusway.info","www.cambridgeshire.gov.uk","www.cambridgeshire.gov.uk","www.cambridgeshire.gov.uk","COST - European Cooperation in Science and Technology","embarqbrasil.org","","","www.thebusway.info","Calculated using Busway system length and Busway stations","","www.thebusway.info"
"Europe","United Kingdom","Crawley","","Bus Rapid Transit Planning Guide (ITDP) 2007","Bus Rapid Transit Planning Guide (ITDP) 2007","","","","","Bus Rapid Transit Planning Guide (ITDP) 2007","Bus Rapid Transit Planning Guide (ITDP) 2007","","","","","Bus Rapid Transit Planning Guide (ITDP) 2007","Bus Rapid Transit Planning Guide (ITDP) 2007"
"Europe","United Kingdom","Edinburgh","","www.ashford.gov.uk","www.ashford.gov.uk","","","","","","Viva 2010 ( www.uncrd.or.jp );www.ashford.gov.uk","","","","","Viva 2010 ( www.uncrd.or.jp ); www.ashford.gov.uk","www.ashford.gov.uk"
"Europe","United Kingdom","Fareham - Gosport","Eclipse","www3.hants.gov.uk","","www3.hants.gov.uk","www3.hants.gov.uk","www3.hants.gov.uk","www3.hants.gov.uk","","www3.hants.gov.uk","","","www3.hants.gov.uk","Calculated using corridor length and stations","","www3.hants.gov.uk"
"Europe","United Kingdom","Kent","Fastrack","www.ashford.gov.uk","www.ashford.gov.uk","","","","","","","","","","","www.ashford.gov.uk","www.ashford.gov.uk"
"Europe","United Kingdom","Leeds","","www.ashford.gov.uk","www.ashford.gov.uk","","","","","","","","","","","","www.ashford.gov.uk"
"Europe","United Kingdom","London","","www.tfl.gov.uk","www.tfl.gov.uk","","","","","","","","","","","","www.tfl.gov.uk"
"Europe","United Kingdom","Luton","","en.wikipedia.org","en.wikipedia.org","","","","","","","","","","","","en.wikipedia.org"
"Europe","United Kingdom","Manchester","A6 Corridor","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","en.wikipedia.org"
"Europe","United Kingdom","Runcorn","","www.brtuk.org","","","","","","onlinepubs.trb.org","www.google.com.br","","","Google Maps","","","omnibuses.blogspot.com.br"
"Europe","United Kingdom","Swansea","","en.wikipedia.org","en.wikipedia.org","","","","","","","","","","","","en.wikipedia.org"
"Europe","United Kingdom","York","FTR","en.wikipedia.org","en.wikipedia.org","","","","","","","","","","","","2010 Viva"
"Latin America","Argentina","Buenos Aires","9 de Julio","movilidad.buenosaires.gob.ar","www.lanacion.com.ar","movilidad.buenosaires.gob.ar","","movilidad.buenosaires.gob.ar","","","","","","movilidad.buenosaires.gob.ar","Calculated using corridor length and stations","","m24digital.com"
"Latin America","Argentina","Buenos Aires","Juan B. Justo","movilidad.buenosaires.gob.ar","movilidad.buenosaires.gob.ar","www.lanacion.com.ar","","","","m24digital.com","movilidad.buenosaires.gob.ar","movilidad.buenosaires.gob.ar","","movilidad.buenosaires.gob.ar","","","movilidad.buenosaires.gob.ar"
"Latin America","Argentina","Buenos Aires","Sur - Ramal Coronel Roca","movilidad.buenosaires.gob.ar","movilidad.buenosaires.gob.ar","www.clarin.com","www.clarin.com","www.clarin.com","movilidad.buenosaires.gob.ar","","","","","movilidad.buenosaires.gob.ar","Calculated using corridor length and stations","","movilidad.buenosaires.gob.ar"
"Latin America","Argentina","Buenos Aires","Sur - Ramal Fernandéz de la Cruz","movilidad.buenosaires.gob.ar","movilidad.buenosaires.gob.ar","www.clarin.com","www.clarin.com","www.clarin.com","movilidad.buenosaires.gob.ar","","","","","movilidad.buenosaires.gob.ar","Calculated using corridor length and stations","","movilidad.buenosaires.gob.ar"
"Latin America","Argentina","Córdoba","Sabattini","infodecordoba.com.ar","diarioalfil.com.ar","vimeo.com","","","infodecordoba.com.ar","","","","","vimeo.com","Calculated using corridor length and stations","","infodecordoba.com.ar"
"Latin America","Argentina","Rosario","Córdoba","ssl.rosario.gov.ar","","www.rosario.gov.ar","ssl.rosario.gov.ar","ssl.rosario.gov.ar","ssl.rosario.gov.ar","ar.finanzas.yahoo.com","","","","www.dagostinoferrari.com.ar","Calculated using corridor length and stations","","www.rosario.gov.ar"
"Latin America","Argentina","Rosario","San Lorenzo - Laprida","ssl.rosario.gov.ar","","www.rosario.gov.ar","ssl.rosario.gov.ar","ssl.rosario.gov.ar","ssl.rosario.gov.ar","ar.finanzas.yahoo.com","","","","www.dagostinoferrari.com.ar","Calculated using corridor length and stations","","www.rosario.gov.ar"
"Latin America","Argentina","Rosario","Santa Fé - Maipú","ssl.rosario.gov.ar","","www.rosario.gov.ar","ssl.rosario.gov.ar","ssl.rosario.gov.ar","ssl.rosario.gov.ar","ar.finanzas.yahoo.com","","","","www.dagostinoferrari.com.ar","Calculated using corridor length and stations","","www.rosario.gov.ar"
"Latin America","Brazil","Belém","Almirante Barroso","ww3.belem.pa.gov.br","ww3.belem.pa.gov.br","","","","ww3.belem.pa.gov.br","ww3.belem.pa.gov.br","","","","","","","ww3.belem.pa.gov.br"
"Latin America","Brazil","Belo Horizonte","Amazonas","BHTrans","BHTrans","","Google Maps","Google Maps","BHTrans","BHTrans","BHTrans","BHTrans","","","Calculated using corridor length and stations","","BHTrans"
"Latin America","Brazil","Belo Horizonte","Boulevard Arrudas","www.bhtrans.pbh.gov.br","","","Google Maps","Google Maps","www.bhtrans.pbh.gov.br","","","","","","Calculated using corridor length and stations","","BHTrans"
"Latin America","Brazil","Belo Horizonte","MOVE - Antônio Carlos","www.bhtrans.pbh.gov.br","www.otempo.com.br","","Google Maps","Google Maps","Google Maps","BHTrans","BHTrans","","BHTrans","BHTrans","Calculated using corridor length and stations","","Busway | BRT"
"Latin America","Brazil","Belo Horizonte","MOVE - Área Central","www.bhtrans.pbh.gov.br","www.otempo.com.br","","Google Maps","Google Maps","www.bhtrans.pbh.gov.br","diariodocomercio.com.br","www.bhtrans.pbh.gov.br","","BHTrans","BHTrans","Calculated using corridor length and stations","","BHTrans"
"Latin America","Brazil","Belo Horizonte","MOVE - Cristiano Machado","www.bhtrans.pbh.gov.br","www.otempo.com.br","","Google Maps","Google Maps","Google Maps","diariodocomercio.com.br","www.brasil.gov.br","www.bhtrans.pbh.gov.br","BHTrans","BHTrans","Calculated using corridor length and stations","","Busway | BRT"
"Latin America","Brazil","Belo Horizonte","Nossa Senhora do Carmo","www.bhtrans.pbh.gov.br","BHTrans","","Google Maps","Google Maps","www.bhtrans.pbh.gov.br","BHTrans","BHTrans","BHTrans","","","Calculated using corridor length and stations","","www.skyscrapercity.com"
"Latin America","Brazil","Belo Horizonte","Pedro II","bhtrans.pbh.gov.br","","","bhtrans.pbh.gov.br","bhtrans.pbh.gov.br","bhtrans.pbh.gov.br","","","","","www.otempo.com.br","Calculated using corridor length and stations","","www.em.com.br"
"Latin America","Brazil","Blumenau"," Av. Presidente Castelo Branco (Beira-Rio)","www.blumenau.sc.gov.br","radioblumenau.viazoom.com.br","Google Maps","","","www.blumenau.sc.gov.br","www.blumenau.sc.gov.br","","","","SETERB","","","www.dihitt.com.br"
"Latin America","Brazil","Blumenau","Av. Martin Luther","Google Maps","www.blumenau.sc.gov.br","Google Maps","","","Google Maps","www.blumenau.sc.gov.br","","","","SETERB","","","www.dihitt.com.br"
"Latin America","Brazil","Blumenau","Rua 2 de Setembro","www.blumenau.sc.gov.br & Google Maps","","Google Maps","","","","www.blumenau.sc.gov.br","","","","SETERB","","",""
"Latin America","Brazil","Blumenau","Rua 7 de Setembro","www.dihitt.com.br","www.blumenau.sc.gov.br","Google Maps","","","","www.blumenau.sc.gov.br","","","","SETERB","","","www.dihitt.com.br"
"Latin America","Brazil","Blumenau","Rua das Palmeiras","www.blumenaunoticias.com.br & Google Maps","","Google Maps","","","","www.blumenau.sc.gov.br","","","","SETERB","","","www.blumenau.sc.gov.br"
"Latin America","Brazil","Blumenau","Rua Eng Paul Werner","www.blumenaunoticias.com.br & Google Maps","","Google Maps","","","","www.blumenau.sc.gov.br","","","","SETERB","","","www.blumenaunoticias.com.br"
"Latin America","Brazil","Blumenau","Rua São Paulo - Antônio da Veiga (Castelo Branco)","www.blumenau.sc.gov.br & Google Maps","","Google Maps","","","","www.blumenau.sc.gov.br","","","","SETERB","","","www.blumenau.sc.gov.br"
"Latin America","Brazil","Blumenau","Rua São Paulo - Iguaçu (Henrique Classen)","www.blumenau.sc.gov.br & Google Maps","","Google Maps","","","","www.blumenau.sc.gov.br","","","","SETERB","","","www.blumenau.sc.gov.br"
"Latin America","Brazil","Brasília","Estrada Parque Núcleo Bandeirante","www.dftrans.df.gov.br","www.dftrans.df.gov.br","google maps","","","","","","","","","DFTrans","",""
"Latin America","Brazil","Brasília","Estrada Parque Taguatinga-Guará","www.dftrans.df.gov.br","www.dftrans.df.gov.br","google maps","","","","","","","","","","",""
"Latin America","Brazil","Brasília","Expresso DF Sul","www.dftrans.df.gov.br","www.df.gov.br$-3-a-partir-de-28-de-mar%C3%A7o.html","www.youtube.com","www.dftrans.df.gov.br","","","www.youtube.com","","","www.dftrans.df.gov.br","www.youtube.com","Calculated using corridor length and stations","","www.dftrans.df.gov.br"
"Latin America","Brazil","Brasília","Setor Policial","www.dftrans.df.gov.br","","google maps","","","","","","","","","DFTrans","",""
"Latin America","Brazil","Brasília","W3 Norte","www.dftrans.df.gov.br","","google maps","","","","","www.dftrans.df.gov.br","","","","DFTrans","",""
"Latin America","Brazil","Brasília","W3 Sul","www.dftrans.df.gov.br","","google maps","","","","","","","","","DFTrans","",""
"Latin America","Brazil","Campinas","Av. Amoreiras","www.emdec.com.br","","Google Maps","","","www.emdec.com.br","","","","Google Maps","","Calculated using corridor length and stations","","www.portalinterbuss.com.br"
"Latin America","Brazil","Campinas","Av. João Jorge","Google Maps","www.jusbrasil.com.br","Google Maps","","","Google Maps","","www.jusbrasil.com.br","","Google Maps","","","","www.portalinterbuss.com.br"
"Latin America","Brazil","Campinas","Corredor Central","www.campinas.sp.gov.br","www.campinas.sp.gov.br","www.campinas.sp.gov.br","","","www.campinas.sp.gov.br","","","","","","Calculated using corridor length and stations","","www.campinas.sp.gov.br"
"Latin America","Brazil","Campo Grande","Av. Calógeras","Google Maps","","Google Maps","","","Google Maps","AGETRAN","","","","www.assetur.com.br","","","AGETRAN"
"Latin America","Brazil","Campo Grande","Duque de Caxias","www.pmcg.ms.gov.br","www.pmcg.ms.gov.br","Google Maps","","","www.pmcg.ms.gov.br","AGETRAN","","","","www.assetur.com.br","","","www.pmcg.ms.gov.br"
"Latin America","Brazil","Campo Grande","Rua 26 de Agosto","Google Maps","","Google Maps","","","Google Maps","AGETRAN","","","","www.assetur.com.br","","","AGETRAN"
"Latin America","Brazil","Campo Grande","Rui Barbosa","Google Maps","","Google Maps","","","Google Maps","AGETRAN","","","","www.assetur.com.br","","","AGETRAN"
"Latin America","Brazil","Caxias do Sul","18 do Forte","Visate","","Google Maps","","","Visate","","","","Google Maps","Google Maps","Calculated using corridor length and stations","",""
"Latin America","Brazil","Caxias do Sul","Bento","Visate","","Google Maps","","","Visate","","","","Google Maps","Google Maps","Calculated using corridor length and stations","",""
"Latin America","Brazil","Caxias do Sul","Marechal Floriano","Visate","","Google Maps","","","Visate","","","","Google Maps","Google Maps","Calculated using corridor length and stations","",""
"Latin America","Brazil","Caxias do Sul","Moreira Cesar - Centro Bairro","Visate","","Google Maps","","","Visate","","","","Google Maps","Google Maps","Calculated using corridor length and stations","",""
"Latin America","Brazil","Caxias do Sul","Pinheiro Machado","Visate","","Google Maps","","","Visate","","","","Google Maps","Google Maps","Calculated using corridor length and stations","",""
"Latin America","Brazil","Caxias do Sul","Pio 12 - Moreira","Visate","","Google Maps","","","Visate","","","","Google Maps","Google Maps","Calculated using corridor length and stations","",""
"Latin America","Brazil","Caxias do Sul","Sinimbu","Visate","","Google Maps","","","Visate","","","","Google Maps","Google Maps","Calculated using corridor length and stations","",""
"Latin America","Brazil","Criciúma","Av. Centenário","www.cbtu.gov.br","ASTC","Google Maps","","","www.cbtu.gov.br","ASTC","ASTC","","Google Maps","www.criciuma.sc.gov.br","Calculated using corridor length and stations","","www.astc.sc.gov.br"
"Latin America","Brazil","Curitiba","Boqueirão","URBS","URBS - Unidade de Gestão de Informação","URBS","","","URBS","URBS - Unidade de Gestão de Informação","URBS - Unidade de Gestão de Informação","URBS - Unidade de Gestão de Informação","www.urbs.curitiba.pr.gov.br","www.urbs.curitiba.pr.gov.br","Calculated using corridor length and stations","","www.urbs.curitiba.pr.gov.br"
"Latin America","Brazil","Curitiba","Leste","URBS","URBS - Unidade de Gestão de Informação","URBS","","","URBS","URBS - Unidade de Gestão de Informação","URBS - Unidade de Gestão de Informação","URBS - Unidade de Gestão de Informação","www.urbs.curitiba.pr.gov.br","www.urbs.curitiba.pr.gov.br","Calculated using corridor length and stations","","www.urbs.curitiba.pr.gov.br"
"Latin America","Brazil","Curitiba","Linha Verde","URBS","URBS - Unidade de Gestão de Informação","Google Earth","","","URBS","URBS - Unidade de Gestão de Informação","URBS - Unidade de Gestão de Informação","URBS - Unidade de Gestão de Informação","www.urbs.curitiba.pr.gov.br","www.urbs.curitiba.pr.gov.br","Calculated using corridor length and stations","","www.urbs.curitiba.pr.gov.br"
"Latin America","Brazil","Curitiba","Norte","URBS","URBS - Unidade de Gestão de Informação","URBS","","","URBS","URBS - Unidade de Gestão de Informação","URBS - Unidade de Gestão de Informação","URBS - Unidade de Gestão de Informação","www.urbs.curitiba.pr.gov.br","www.urbs.curitiba.pr.gov.br","Calculated using corridor length and stations","","www.urbs.curitiba.pr.gov.br"
"Latin America","Brazil","Curitiba","Oeste","URBS","URBS - Unidade de Gestão de Informação","URBS","","","URBS","URBS - Unidade de Gestão de Informação","URBS - Unidade de Gestão de Informação","URBS - Unidade de Gestão de Informação","www.urbs.curitiba.pr.gov.br","www.urbs.curitiba.pr.gov.br","Calculated using corridor length and stations","","www.urbs.curitiba.pr.gov.br"
"Latin America","Brazil","Curitiba","Rua XV de Novembro","www.urbs.curitiba.pr.gov.br","www.urbs.curitiba.pr.gov.br","Google Earth","","","www.urbs.curitiba.pr.gov.br","","","","","Google Earth","Calculated using corridor length and stations","","www.urbs.curitiba.pr.gov.br"
"Latin America","Brazil","Curitiba","Sul","URBS","URBS - Unidade de Gestão de Informação","URBS","","","URBS","URBS - Unidade de Gestão de Informação","URBS - Unidade de Gestão de Informação","URBS - Unidade de Gestão de Informação","www.urbs.curitiba.pr.gov.br","www.urbs.curitiba.pr.gov.br","Calculated using corridor length and stations","","www.urbs.curitiba.pr.gov.br"
