"Indicator","Category","Region","Country","City","Value","Year","Source","Timeliness","nas"
"Fleet, bi-articulated buses","system fleet","Asia","Taiwan","Taipei",NA,NA,"",NA,1
"Fleet, bi-articulated buses","system fleet","Asia","Thailand","Bangkok",NA,NA,"",NA,1
"Fleet, bi-articulated buses","system fleet","Asia","Vietnam","Hanoi",NA,NA,"",NA,1
"Fleet, bi-articulated buses","system fleet","Africa","Nigeria","Lagos",NA,NA,"",NA,1
"Fleet, bi-articulated buses","system fleet","Africa","South Africa","Cape Town","0",NA,"",NA,0
"Fleet, bi-articulated buses","system fleet","Africa","South Africa","Johannesburg","0",NA,"",NA,0
"Fleet, bi-articulated buses","system fleet","Africa","South Africa","Pretoria",NA,NA,"",NA,1
"Fleet, bi-articulated buses","system fleet","Africa","Tanzania","Dar es Salaam",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Argentina","Buenos Aires",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Argentina","Buenos Aires - Metropolitan Area",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Argentina","Córdoba",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Argentina","Neuquén",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Argentina","Santa Fe",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Brazil","Belém",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Brazil","Belo Horizonte","23",2014,"BHTrans",8,0
"Fleet, articulated buses","system fleet","Latin America","Brazil","Brasília",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Brazil","Campinas",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Brazil","Criciúma","1",NA,"www.astc.sc.gov.br",NA,0
"Fleet, articulated buses","system fleet","Latin America","Brazil","Curitiba","34",NA,"www.urbs.curitiba.pr.gov.br",NA,0
"Fleet, articulated buses","system fleet","Latin America","Brazil","Fortaleza","8",2019,"ETUFOR",3,0
"Fleet, articulated buses","system fleet","Latin America","Brazil","Goiânia","60",NA,"pt.wikipedia.org",NA,0
"Fleet, articulated buses","system fleet","Latin America","Brazil","Guarulhos",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Brazil","Juiz de Fora",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Brazil","Londrina",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Brazil","Natal","2",NA,"www.busaodenatal.com",NA,0
"Fleet, articulated buses","system fleet","Latin America","Brazil","Niterói",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Brazil","Porto Alegre","85",2012,"EPTC",10,0
"Fleet, articulated buses","system fleet","Latin America","Brazil","Recife","127",NA,"Grande Recife",NA,0
"Fleet, articulated buses","system fleet","Latin America","Brazil","Rio de Janeiro","280",2015,"BRT Rio",7,0
"Fleet, articulated buses","system fleet","Latin America","Brazil","São Paulo",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Brazil","São Paulo - Metropolitan area",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Brazil","Sumaré",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Brazil","Teresina","0",NA,"",NA,0
"Fleet, articulated buses","system fleet","Latin America","Brazil","Uberaba","0",NA,"",NA,0
"Fleet, articulated buses","system fleet","Latin America","Brazil","Uberlândia",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Brazil","Sorocaba","41",2020,"brtsorocaba.com.br",2,0
"Fleet, articulated buses","system fleet","Latin America","Brazil","Maringá",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Chile","Concepción",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Chile","Santiago",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Colombia","Barranquilla","39",2012,"Transmetro S.A.",10,0
"Fleet, articulated buses","system fleet","Latin America","Colombia","Bogotá","1435",2018,"www.transmilenio.gov.co",4,0
"Fleet, articulated buses","system fleet","Latin America","Colombia","Bucaramanga","29",2013,"www.metrolinea.gov.co",9,0
"Fleet, articulated buses","system fleet","Latin America","Colombia","Cali","199",2014,"www.metrocali.gov.co",8,0
"Fleet, articulated buses","system fleet","Latin America","Colombia","Cartagena","18",2016,"www.eltiempo.com",6,0
"Fleet, articulated buses","system fleet","Latin America","Colombia","Medellín","20",2012,"www.metroplus.gov.co",10,0
"Fleet, articulated buses","system fleet","Latin America","Colombia","Pereira","49",2015,"www.megabus.gov.co",7,0
"Fleet, articulated buses","system fleet","Latin America","Ecuador","Guayaquil","115",2012,"Metrovía",10,0
"Fleet, articulated buses","system fleet","Latin America","Ecuador","Quito","309",2012,"Empresa Pública Metropolitana de Transporte de Pasajeros de Quito (EPMTPQ)",10,0
"Fleet, articulated buses","system fleet","Latin America","El Salvador","Gran San Salvador",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Guatemala","Guatemala","81",2013,"transmetro.muniguate.com",9,0
"Fleet, articulated buses","system fleet","Latin America","Mexico","Acapulco","29",2016,"tiempodguerrero.com",6,0
"Fleet, articulated buses","system fleet","Latin America","Mexico","Chihuahua","84",2013,"EMBARQ México",9,0
"Fleet, articulated buses","system fleet","Latin America","Mexico","Guadalajara","41",2012,"Macrobús",10,0
"Fleet, articulated buses","system fleet","Latin America","Mexico","Guadalupe","10",2013,"www.nl.gob.mx",9,0
"Fleet, articulated buses","system fleet","Latin America","Mexico","Juárez",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Mexico","León de los Aldama","90",2012,"Optibús",10,0
"Fleet, articulated buses","system fleet","Latin America","Mexico","Mexico City","449",2018,"www.metrobus.cdmx.gob.mx",4,0
"Fleet, articulated buses","system fleet","Latin America","Mexico","Mexico City - Metropolitan Area","200",2016,"es.wikipedia.org",6,0
"Fleet, articulated buses","system fleet","Latin America","Mexico","Monterrey",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Mexico","Pachuca","0",2015,"revistamagazzine.com",7,0
"Fleet, articulated buses","system fleet","Latin America","Mexico","Puebla",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Mexico","Tijuana",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Panama","Panama","0",NA,"",NA,0
"Fleet, articulated buses","system fleet","Latin America","Peru","Lima","312",2012,"PROTRANSPORTE",10,0
"Fleet, articulated buses","system fleet","Latin America","Trinidad and Tobago","Port of Spain - Arima",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Uruguay","Montevideo",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Venezuela","Barquisimeto",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Latin America","Venezuela","Caracas","30",2013,"www.minci.gob.ve",9,0
"Fleet, articulated buses","system fleet","Latin America","Venezuela","Merida","45",2012,"TROMERCA",10,0
"Fleet, articulated buses","system fleet","Oceania","Australia","Adelaide",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Oceania","Australia","Brisbane",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Oceania","Australia","Sydney - Metropolitan Area","0",2010,"Region 3 Network Map; Busways",12,0
"Fleet, articulated buses","system fleet","Oceania","New Caledonia","Nouméa","22",2019,"www.busnews.com.au",3,0
"Fleet, articulated buses","system fleet","Oceania","New Zealand","Auckland","0",2013,"",9,0
"Fleet, articulated buses","system fleet","Europe","Belgium","Liège",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","Finland","Helsinki",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","France","Belfort","0",2014,"",8,0
"Fleet, articulated buses","system fleet","Europe","France","Caen",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","France","Cannes","0",2014,"",8,0
"Fleet, articulated buses","system fleet","Europe","France","Châlon-sur-Saône","0",2014,"",8,0
"Fleet, articulated buses","system fleet","Europe","France","Douai","12",2010,"Viva 2010 ( www.uncrd.or.jp ); connectedcities.eu ; lw2.easy-site.nl",12,0
"Fleet, articulated buses","system fleet","Europe","France","Evry",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","France","La Rochelle",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","France","Le Mans","10",2016,"www.mobilicites.com",6,0
"Fleet, articulated buses","system fleet","Europe","France","Lille","20",2016,"mobilite.transpole.fr",6,0
"Fleet, articulated buses","system fleet","Europe","France","Lorient",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","France","Lyon",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","France","Maubeuge",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","France","Metz","0",2013,"mettis.metzmetropole.fr",9,0
"Fleet, articulated buses","system fleet","Europe","France","Nancy",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","France","Nantes","20",2011,"COST - European Cooperation in Science and Technology",11,0
"Fleet, articulated buses","system fleet","Europe","France","Nîmes","10",2015,"www.francematin.info",7,0
"Fleet, articulated buses","system fleet","Europe","France","Paris","59",2011,"COST - European Cooperation in Science and Technology; RATP",11,0
"Fleet, articulated buses","system fleet","Europe","France","Rouen","71",2016,"www.metropole-rouen-normandie.fr",6,0
"Fleet, articulated buses","system fleet","Europe","France","Saint-Nazaire","14",2013,"www.mobilicites.com",9,0
"Fleet, articulated buses","system fleet","Europe","France","Strasbourg","10",2012,"www.dna.fr",10,0
"Fleet, articulated buses","system fleet","Europe","France","Toulouse",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","Germany","Essen",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","Germany","Oberhausen",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","Netherlands","Almere",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","Netherlands","Amsterdam","80",2011,"Heddebaut O. et. al ""The European Bus with a High Level of Service (BHLS): Concept and Practice"", Built Environment Vol 36, No. 3, 2010, stations and buses estimated",11,0
"Fleet, articulated buses","system fleet","Europe","Netherlands","Eindhoven",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","Netherlands","Enschede",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","Netherlands","Utrecht",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","Spain","Castellón",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","Spain","Granada","15",2015,"www.movilidadgranada.com",7,0
"Fleet, articulated buses","system fleet","Europe","Sweden","Gothenburg",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","Sweden","Jonkoping",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","Sweden","Stockholm",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","Switzerland","Zurich","0",2011,"COST - European Cooperation in Science and Technology",11,0
"Fleet, articulated buses","system fleet","Europe","Turkey","Istanbul","300",2013,"Levinson H. et. al - A Bus Rapid Transit Line Case Study:
Istanbul’s Metrobüs System",9,0
"Fleet, articulated buses","system fleet","Europe","United Kingdom","Cambridge","0",2013,"",9,0
"Fleet, articulated buses","system fleet","Europe","United Kingdom","Fareham - Gosport","0",2013,"",9,0
"Fleet, articulated buses","system fleet","Europe","United Kingdom","Greater Manchester",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","United Kingdom","Kent",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","United Kingdom","Luton",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","United Kingdom","Runcorn",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Europe","United Kingdom","Swansea",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Northern America","Canada","Calgary",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Northern America","Canada","Gatineau",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Northern America","Canada","Mississauga",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Northern America","Canada","Ottawa","359",2013,"www.octranspo1.com",9,0
"Fleet, articulated buses","system fleet","Northern America","Canada","Winnipeg",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Northern America","Canada","Quebec",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Northern America","Canada","York Regional Municipality",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Northern America","United States","Albuquerque",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Northern America","United States","Alexandria - Arlington",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Northern America","United States","Cleveland","21",2009,"RTA",13,0
"Fleet, articulated buses","system fleet","Northern America","United States","Eugene","13",2009,"Diaz R. (editor) Hinebaugh D. (director) , Characteristics of Bus Rapid Transit for Decision-Making (CBRT)",13,0
"Fleet, articulated buses","system fleet","Northern America","United States","Fort Collins","6",2014,"storify.com",8,0
"Fleet, articulated buses","system fleet","Northern America","United States","Hartford County","12",2014,"www.courant.com",8,0
"Fleet, articulated buses","system fleet","Northern America","United States","Las Vegas",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Northern America","United States","Los Angeles","30",2007,"Metro Orange Line presented to APTA by Dana Woodbury",15,0
"Fleet, articulated buses","system fleet","Northern America","United States","Miami",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Northern America","United States","New York","184",NA,"en.wikipedia.org",NA,0
"Fleet, articulated buses","system fleet","Northern America","United States","Orlando",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Northern America","United States","Pittsburgh",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Northern America","United States","Richmond",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Northern America","United States","San Bernardino","14",2014,"www.omnitrans.org",8,0
"Fleet, articulated buses","system fleet","Asia","China","Beijing",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","China","Changde","3",2013,"www.chinabrt.org",9,0
"Fleet, articulated buses","system fleet","Asia","China","Changzhou",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","China","Chengdu","300",2013,"www.chinabuses.org",9,0
"Fleet, articulated buses","system fleet","Asia","China","Chongqing",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","China","Dalian",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","China","Guangzhou",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","China","Hangzhou",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","China","Hefei",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","China","Jinan","120",2014,"www.chinabrt.org",8,0
"Fleet, articulated buses","system fleet","Asia","China","Kunming",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","China","Lanzhou","20",2013,"www.chinabrt.org",9,0
"Fleet, articulated buses","system fleet","Asia","China","Lianyungang","30",2013,"www.chinabrt.org",9,0
"Fleet, articulated buses","system fleet","Asia","China","Urumqi",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","China","Xiamen",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","China","Yancheng",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","China","Yichang","30",2015,"www.chinabrt.org",7,0
"Fleet, articulated buses","system fleet","Asia","China","Yinchuan","50",2013,"www.chinabrt.org",9,0
"Fleet, articulated buses","system fleet","Asia","China","Zaozhuang",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","China","Zhengzhou","65",2013,"www.chinabrt.org",9,0
"Fleet, articulated buses","system fleet","Asia","India","Ahmedabad","0",2014,"",8,0
"Fleet, articulated buses","system fleet","Asia","India","Amritsar",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","India","Bhopal",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","India","Hubballi-Dharwad",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","India","Indore","0",2013,"",9,0
"Fleet, articulated buses","system fleet","Asia","India","Jaipur","0",2011,"Primary Survey, EMBARQ",11,0
"Fleet, articulated buses","system fleet","Asia","India","Pune - Primpi-Chinchwad",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","India","Rajkot",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","India","Surat","0",2014,"economictimes.indiatimes.com",8,0
"Fleet, articulated buses","system fleet","Asia","Indonesia","Jakarta","290",2020,"www.itdp.org",2,0
"Fleet, articulated buses","system fleet","Asia","Iran","Isfahan",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","Iran","Tabriz",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","Iran","Tehran","580",2012,"en.tehran.ir",10,0
"Fleet, articulated buses","system fleet","Asia","Israel","Haifa","90",2013,"www.dannorth.co.il",9,0
"Fleet, articulated buses","system fleet","Asia","Japan","Kesennuma - Tome",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","Japan","Nagoya",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","Malaysia","Subang Jaya","0",2015,"www.carlist.my",7,0
"Fleet, articulated buses","system fleet","Asia","Pakistan","Islamabad - Rawalpindi","68",2015,"www.pakistantimes.com",7,0
"Fleet, articulated buses","system fleet","Asia","Pakistan","Lahore","64",2015,"www.pma.punjab.gov.pk",7,0
"Fleet, articulated buses","system fleet","Asia","Republic of Korea","Seoul",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","Taiwan","Chiayi","0",2014,"",8,0
"Fleet, articulated buses","system fleet","Asia","Taiwan","Taichung","0",NA,"",NA,0
"Fleet, articulated buses","system fleet","Asia","Taiwan","Taipei",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","Thailand","Bangkok",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Asia","Vietnam","Hanoi",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Africa","Nigeria","Lagos",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Africa","South Africa","Cape Town",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Africa","South Africa","Johannesburg",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Africa","South Africa","Pretoria",NA,NA,"",NA,1
"Fleet, articulated buses","system fleet","Africa","Tanzania","Dar es Salaam","39",2018,"DAR RAPID TRANSIT AGENCY",4,0
"Feeder routes","system info","Latin America","Argentina","Buenos Aires",NA,2016,"",6,1
"Feeder routes","system info","Latin America","Argentina","Buenos Aires - Metropolitan Area",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Argentina","Córdoba",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Argentina","Neuquén",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Argentina","Santa Fe",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Brazil","Belém",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Brazil","Belo Horizonte","41",2014,"www.bhtrans.pbh.gov.br     www.bhtrans.pbh.gov.br",8,0
"Feeder routes","system info","Latin America","Brazil","Brasília","12",2014,"www.dftrans.df.gov.br",8,0
"Feeder routes","system info","Latin America","Brazil","Campinas","0",NA,"",NA,0
"Feeder routes","system info","Latin America","Brazil","Criciúma",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Brazil","Curitiba",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Brazil","Fortaleza",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Brazil","Goiânia","0",NA,"",NA,0
"Feeder routes","system info","Latin America","Brazil","Guarulhos","0",2013,"",9,0
"Feeder routes","system info","Latin America","Brazil","Juiz de Fora","0",NA,"",NA,0
"Feeder routes","system info","Latin America","Brazil","Londrina","0",NA,"",NA,0
"Feeder routes","system info","Latin America","Brazil","Natal","0",NA,"",NA,0
"Feeder routes","system info","Latin America","Brazil","Niterói",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Brazil","Porto Alegre","0",2014,"Personal Observation",8,0
"Feeder routes","system info","Latin America","Brazil","Recife",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Brazil","Rio de Janeiro","49",2016,"www.brtrio.com",6,0
"Feeder routes","system info","Latin America","Brazil","São Paulo","0",NA,"",NA,0
"Feeder routes","system info","Latin America","Brazil","São Paulo - Metropolitan area",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Brazil","Sumaré","0",NA,"",NA,0
"Feeder routes","system info","Latin America","Brazil","Teresina",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Brazil","Uberaba",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Brazil","Uberlândia",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Brazil","Sorocaba","6",2020,"brtsorocaba.com.br",2,0
"Feeder routes","system info","Latin America","Brazil","Maringá",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Chile","Concepción",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Chile","Santiago",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Colombia","Barranquilla","18",2015,"Article: Towards multi-modal integrated mobility systems: Views from Panama City and Barranquilla. Adriana Ortegon S, Nick Tyler",7,0
"Feeder routes","system info","Latin America","Colombia","Bogotá","105",2018,"www.transmilenio.gov.co",4,0
"Feeder routes","system info","Latin America","Colombia","Bucaramanga","21",2013,"www.metrolinea.gov.co",9,0
"Feeder routes","system info","Latin America","Colombia","Cali","79",2014,"www.mio.com.co",8,0
"Feeder routes","system info","Latin America","Colombia","Cartagena","1",2016,"es.presidencia.gov.co",6,0
"Feeder routes","system info","Latin America","Colombia","Medellín","25",2013,"Metroplús",9,0
"Feeder routes","system info","Latin America","Colombia","Pereira","32",2015,"www.megabus.gov.co",7,0
"Feeder routes","system info","Latin America","Ecuador","Guayaquil","24",2013,"www.metrovia-gye.com",9,0
"Feeder routes","system info","Latin America","Ecuador","Quito",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","El Salvador","Gran San Salvador","0",NA,"www.vmt.gob.sv",NA,0
"Feeder routes","system info","Latin America","Guatemala","Guatemala","5",2014,"transmetro.muniguate.com",8,0
"Feeder routes","system info","Latin America","Mexico","Acapulco","11",2016,"www.acabus.gob.mx",6,0
"Feeder routes","system info","Latin America","Mexico","Chihuahua","23",2013,"EMBARQ México",9,0
"Feeder routes","system info","Latin America","Mexico","Guadalajara","15",2013,"www.rutasjalisco.gob.mx",9,0
"Feeder routes","system info","Latin America","Mexico","Guadalupe","0",2014,"",8,0
"Feeder routes","system info","Latin America","Mexico","Juárez",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Mexico","León de los Aldama","80",2016,"oruga-sit.leon.gob.mx",6,0
"Feeder routes","system info","Latin America","Mexico","Mexico City","2",2016,"www.agu.df.gob.mx",6,0
"Feeder routes","system info","Latin America","Mexico","Mexico City - Metropolitan Area",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Mexico","Monterrey","24",2014,"www.milenio.com",8,0
"Feeder routes","system info","Latin America","Mexico","Pachuca","19",2015,"www.sibrtonline.org",7,0
"Feeder routes","system info","Latin America","Mexico","Puebla","25",2015,"rutapuebla.mx",7,0
"Feeder routes","system info","Latin America","Mexico","Tijuana","20",2020,"sitt.tijuana.gob.mx",2,0
"Feeder routes","system info","Latin America","Panama","Panama",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Peru","Lima","21",2019,"www.protransporte.gob.pe",3,0
"Feeder routes","system info","Latin America","Trinidad and Tobago","Port of Spain - Arima",NA,NA,"",NA,1
"Feeder routes","system info","Latin America","Uruguay","Montevideo","10",2013,"www.montevideo.gub.uy",9,0
"Feeder routes","system info","Latin America","Venezuela","Barquisimeto","6",2014,"www.rnv.gob.ve",8,0
"Feeder routes","system info","Latin America","Venezuela","Caracas","16",2013,"www.minci.gob.ve",9,0
"Feeder routes","system info","Latin America","Venezuela","Merida","3",2013,"www.tromerca.gob.ve",9,0
"Feeder routes","system info","Oceania","Australia","Adelaide","0",2013,"Adelaide, Australia: O-Bahn guided busway",9,0
"Feeder routes","system info","Oceania","Australia","Brisbane",NA,NA,"",NA,1
"Feeder routes","system info","Oceania","Australia","Sydney - Metropolitan Area",NA,NA,"",NA,1
"Feeder routes","system info","Oceania","New Caledonia","Nouméa",NA,NA,"",NA,1
"Feeder routes","system info","Oceania","New Zealand","Auckland",NA,NA,"",NA,1
"Feeder routes","system info","Europe","Belgium","Liège","0",NA,"",NA,0
"Feeder routes","system info","Europe","Finland","Helsinki",NA,NA,"",NA,1
"Feeder routes","system info","Europe","France","Belfort","0",2014,"info.optymo.fr",8,0
"Feeder routes","system info","Europe","France","Caen",NA,NA,"",NA,1
"Feeder routes","system info","Europe","France","Cannes",NA,NA,"",NA,1
"Feeder routes","system info","Europe","France","Châlon-sur-Saône",NA,NA,"",NA,1
"Feeder routes","system info","Europe","France","Douai",NA,NA,"",NA,1
"Feeder routes","system info","Europe","France","Evry",NA,NA,"",NA,1
"Feeder routes","system info","Europe","France","La Rochelle",NA,NA,"",NA,1
"Feeder routes","system info","Europe","France","Le Mans",NA,NA,"",NA,1
"Feeder routes","system info","Europe","France","Lille",NA,NA,"",NA,1
"Feeder routes","system info","Europe","France","Lorient",NA,NA,"",NA,1
"Feeder routes","system info","Europe","France","Lyon",NA,NA,"",NA,1
"Feeder routes","system info","Europe","France","Maubeuge",NA,NA,"",NA,1
"Feeder routes","system info","Europe","France","Metz","0",2013,"mettis.metzmetropole.fr",9,0
"Feeder routes","system info","Europe","France","Nancy",NA,NA,"",NA,1
"Feeder routes","system info","Europe","France","Nantes","0",2011,"COST - European Cooperation in Science and Technology",11,0
"Feeder routes","system info","Europe","France","Nîmes",NA,NA,"",NA,1
"Feeder routes","system info","Europe","France","Paris","0",2011,"COST - European Cooperation in Science and Technology",11,0
"Feeder routes","system info","Europe","France","Rouen","0",2011,"COST - European Cooperation in Science and Technology",11,0
"Feeder routes","system info","Europe","France","Saint-Nazaire","0",2014,"www.stran.fr",8,0
"Feeder routes","system info","Europe","France","Strasbourg","0",2014,"opendata.cts-strasbourg.fr",8,0
"Feeder routes","system info","Europe","France","Toulouse",NA,NA,"",NA,1
"Feeder routes","system info","Europe","Germany","Essen","0",2011,"COST - European Cooperation in Science and Technology",11,0
"Feeder routes","system info","Europe","Germany","Oberhausen",NA,NA,"",NA,1
"Feeder routes","system info","Europe","Netherlands","Almere",NA,NA,"",NA,1
"Feeder routes","system info","Europe","Netherlands","Amsterdam","0",2011,"COST - European Cooperation in Science and Technology",11,0
"Feeder routes","system info","Europe","Netherlands","Eindhoven",NA,NA,"",NA,1
"Feeder routes","system info","Europe","Netherlands","Enschede","0",2011,"COST - European Cooperation in Science and Technology",11,0
"Feeder routes","system info","Europe","Netherlands","Utrecht",NA,NA,"",NA,1
"Feeder routes","system info","Europe","Spain","Castellón",NA,NA,"",NA,1
"Feeder routes","system info","Europe","Spain","Granada","0",2016,"www.granadadirect.com",6,0
"Feeder routes","system info","Europe","Sweden","Gothenburg","0",2011,"COST - European Cooperation in Science and Technology",11,0
"Feeder routes","system info","Europe","Sweden","Jonkoping",NA,NA,"",NA,1
"Feeder routes","system info","Europe","Sweden","Stockholm",NA,NA,"",NA,1
"Feeder routes","system info","Europe","Switzerland","Zurich","0",2011,"COST - European Cooperation in Science and Technology",11,0
"Feeder routes","system info","Europe","Turkey","Istanbul",NA,NA,"",NA,1
"Feeder routes","system info","Europe","United Kingdom","Cambridge","0",2013,"www.thebusway.info",9,0
"Feeder routes","system info","Europe","United Kingdom","Fareham - Gosport","0",2013,"",9,0
"Feeder routes","system info","Europe","United Kingdom","Greater Manchester",NA,NA,"",NA,1
