"REGION","COUNTRY","CITY","CORRIDOR","CORRIDOR_LENGTH_KM","DAILY_DEMAND_CORRIDOR_PASSENGERS_PER_DAY","GRADE_SEPARATED_INTERSECTIONS_CORRIDOR","LENGTH_OF_EXCLUSIVE_LANES_CORRIDOR_KM","LENGTH_OF_SEGREGATED_COUNTERFLOW_LANES_CORRIDOR_KM","LENGTH_OF_SEGREGATED_LANES_CORRIDOR_KM","OPERATING_SPEED_CORRIDOR","PEAK_FREQUENCY_CORRIDOR_BUSES_PER_HOUR_PER_DIRECTION","PEAK_LOAD_CORRIDOR_PASSENGERS_PER_HOUR_PER_DIRECTION","PHYSICALLY_INTEGRATED_FEEDERS","PRE_BOARD_FARE_COLLECTION_CORRIDOR","STATION_SPACING_CORRIDOR_M","TOTAL_COST_PER_KILOMETER_CORRIDOR_US_MILLION_PER_KM","YEAR_CORRIDOR_COMMENCED"
"Latin America","Brazil","Curitiba","Oeste","2013","2013",NA,"","","2013","2012",NA,"2013",NA,NA,NA,"","In 1991, the corridor received improvements and became to operate as a BRT"
"Latin America","Brazil","Curitiba","Rua XV de Novembro","2014, One direction","2014",2014,"","","2014, One direction","",NA,"",NA,2014,NA,"",""
"Latin America","Brazil","Curitiba","Sul","2013","2013",NA,"","","2013","2012",NA,"2013",NA,NA,NA,"","In 1991, the corridor received improvements and became to operate as a BRT"
"Latin America","Brazil","Feira de Santana","Av. Senhor dos Passos","2014","",2013,"","","2014","",NA,"",2013,2013,NA,"",""
"Latin America","Brazil","Fortaleza","Av. Bezerra de Menezes","2015, 0.8 km is only in one direction","2013",NA,"","","2015, 0.8 km is only in one direction","2012",2013,"",NA,NA,NA,"",""
"Latin America","Brazil","Fortaleza","Av. João Pessoa","2014, One direction","",NA,"","2014, One direction","","",NA,"",NA,NA,NA,"","The corridor was commenced during the 80’s"
"Latin America","Brazil","Goiânia","80-90 Goiás","","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Goiânia","Leste Oeste (Eixo Anhanguera)","","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Goiânia","Universitário","2013","2013",NA,"","","2013","2013",2013,"",NA,2013,NA,"",""
"Latin America","Brazil","Guarulhos","Guarulhos","2013","2013",NA,"2013","2013","2013","",NA,"",NA,NA,2013,"2013",""
"Latin America","Brazil","Jaboatão dos Guararapes","Av. Ayrton Senna","2013, One direction","",2012,"","","2012","",NA,"",2012,2012,2012,"",""
"Latin America","Brazil","João Pessoa","Av. Epitácio Pessoa - Av. Miguel Couto - Av. Sanhauá - Rua Guedes Pereira","2014, 2.8 km is only in one direction","2012",NA,"","","2014","",2012,"2012",NA,NA,2012,"",""
"Latin America","Brazil","Joinville","Avenida JK","2013, One direction","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Joinville","Blumenau","2013, One direction","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Joinville","João Colim","2013, One direction","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Joinville","Santa Catarina","2013, One direction","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Joinville","São Paulo","2013, One direction","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Juiz de Fora","Av. Barão do Rio Branco","2011","",NA,"","","2011","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Londrina","Rua Duque de Caxias","2013, One direction","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Londrina","Rua João Cândido","2013, One direction","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Londrina","Winston Churchill","2013","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Maceió","Av. Fernandes Lima","2015","",NA,"","","2015","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Natal","Av. Bernardo Vieira","","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Niterói","Corredor Metropolitano Alameda São Boaventura","","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Olinda","Av. Pan Nordestina - PE 15","","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Porto Alegre","Av. Assis Brasil","2013","2012",2014,"","","","",NA,"2012",2014,2014,NA,"",""
"Latin America","Brazil","Porto Alegre","Av. Aureliano de Figueiredo Pinto - Av. Érico Veríssimo (Cascatinha)","2013","2012",2014,"","","","",NA,"2012",2014,2014,NA,"",""
"Latin America","Brazil","Porto Alegre","Av. Azenha - Av. Bento","2013","2012",2014,"","","","2010",NA,"2012",2014,2014,NA,"",""
"Latin America","Brazil","Porto Alegre","Av. Baltazar Garcia","2013","2012",2014,"","","","",NA,"2012",2014,2014,NA,"",""
"Latin America","Brazil","Porto Alegre","Av. Bento Gonçalves","2013","2012",2014,"","","","",NA,"2012",2014,2014,NA,"",""
"Latin America","Brazil","Porto Alegre","Av. Brasil","2014, One direction","",2014,"","","","",NA,"",2014,2014,NA,"",""
"Latin America","Brazil","Porto Alegre","Av. Cristovão Colombo","2013, One direction","2012",2014,"","","","2010",NA,"2012",2014,2014,NA,"",""
"Latin America","Brazil","Porto Alegre","Av. Farrapos","2013","2012",2014,"","","","",NA,"2012",2014,2014,NA,"",""
"Latin America","Brazil","Porto Alegre","Av. Independência","2013, One direction","2012",2014,"","","","",NA,"2012",2014,2014,NA,"",""
"Latin America","Brazil","Porto Alegre","Av. João Pessoa","2013","2012",2014,"","","","2010",NA,"2012",2014,2014,NA,"",""
"Latin America","Brazil","Porto Alegre","Av. Osvaldo Aranha - Av. Protásio Alves","2013","2012",2014,"","","","",NA,"2012",2014,2014,NA,"",""
"Latin America","Brazil","Porto Alegre","Av. Sertório","2013","2012",2014,"","","","",NA,"2012",2014,2014,NA,"",""
"Latin America","Brazil","Porto Alegre","Av. Teresópolis - Av. Nonoai - Av. Cavalhada","2013","",2014,"","","","",NA,"",2014,2014,NA,"",""
"Latin America","Brazil","Porto Alegre","III Perimetral","2013","2012",2014,"","","","2010",NA,"2012",2014,2014,NA,"",""
"Latin America","Brazil","Recife","Av. Conde do Boa Vista","","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Recife","Av. Sul","","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Recife","Via Livre Leste-Oeste","2014","",NA,"","","2014","",2014,"",NA,2014,NA,"","In 2014, the corridor received improvements and became to operate as a BRT"
"Latin America","Brazil","Recife","Via Livre Norte-Sul","2014","",2014,"","","","",2014,"",NA,2014,2014,"","In 2014, the corridor received improvements and became to operate as a BRT"
"Latin America","Brazil","Rio de Janeiro","BRS 24 de maio","2013, one direction","2013",2013,"","","2013","",NA,"",2013,2013,2013,"",""
"Latin America","Brazil","Rio de Janeiro","BRS Antônio Carlos","2013, one direction","2012",NA,"","","2013","",NA,"2012",NA,NA,NA,"",""
"Latin America","Brazil","Rio de Janeiro","BRS Botafogo - São Clemente","2014, one direction","2014",2014,"","","2014, one direction","2014",NA,"",2014,2014,2014,"",""
"Latin America","Brazil","Rio de Janeiro","BRS Botafogo - Voluntários","2014, one direction","2014",2014,"","","2014, one direction","2014",NA,"",2014,2014,2014,"",""
"Latin America","Brazil","Rio de Janeiro","BRS Carioca","2013, one direction","2013",2013,"","","2013","",NA,"",2013,2013,2013,"",""
"Latin America","Brazil","Rio de Janeiro","BRS Copacabana - Av. Nossa Senhora de Copacabana","2013, one direction","2013, for both sections of Corridor Copacabana",NA,"","","2013","",NA,"2012",NA,NA,NA,"",""
"Latin America","Brazil","Rio de Janeiro","BRS Copacabana - Rua Barata Ribeiro","2013, one direction","2013, for both sections of Corridor Copacabana",NA,"","","2013","",NA,"2012",NA,NA,NA,"",""
"Latin America","Brazil","Rio de Janeiro","BRS Estácio","2013, one direction","2013",2013,"","","2013","",NA,"",2013,2013,2013,"",""
"Latin America","Brazil","Rio de Janeiro","BRS Ipanema/Leblon - Rua Prudente de Morais (General San Martin)","2013, one direction","2013, for both sections of Corridor Ipanema-Leblon",NA,"","","2013","",NA,"2012",NA,NA,NA,"",""
"Latin America","Brazil","Rio de Janeiro","BRS Ipanema/Leblon - Rua Visconde de Pirajá (Rua Ataulfo de Paiva)","2013, one direction","2013, for both sections of Corridor Ipanema-Leblon",NA,"","","2013","",NA,"2012",NA,NA,NA,"",""
"Latin America","Brazil","Rio de Janeiro","BRS Marechal Rondon","2014, one direction","2014",2014,"","","2014, one direction","",NA,"",2014,2014,2014,"",""
"Latin America","Brazil","Rio de Janeiro","BRS Presidente Vargas","2013","2013",NA,"","","2013","",2014,"2012",NA,NA,NA,"",""
"Latin America","Brazil","Rio de Janeiro","BRS Rio Branco","2013, one direction","2012",NA,"","","2013","",NA,"2012",NA,NA,NA,"",""
"Latin America","Brazil","Rio de Janeiro","BRS Tijuca","2013, one direction","2013",2013,"","","2013","",NA,"",2013,2013,2013,"",""
"Latin America","Brazil","Rio de Janeiro","TransCarioca","2014","2015",2014,"","","2014","2015",2014,"2015",2015,2014,NA,"",""
"Latin America","Brazil","Rio de Janeiro","TransOeste","2015","2015",2013,"","","2015","2015",2013,"2015",NA,NA,NA,"2013",""
"Latin America","Brazil","Salvador","Av. Mario Leal Ferreira (Bonoco)","","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Salvador","Av. Tancredo Neves - Av. Luis Viana Filho (Paralela)","2015","",NA,"","2015","2015","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Salvador","Av. Vasco da Gama","2015","",NA,"","2015","2015","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Santos","Ana Costa","2012","2012",NA,"","","2012","2012",2012,"",NA,NA,2012,"",""
"Latin America","Brazil","São Paulo","Campo Limpo - Rebouças - Centro","2013","2013",NA,"","","2013","2013",2013,"2011",NA,NA,NA,"",""
"Latin America","Brazil","São Paulo","Expresso Tiradentes (Eixo Sudeste)","2014","2013",NA,"2014","","2014","2013",2013,"2011",NA,NA,NA,"",""
"Latin America","Brazil","São Paulo","Inajar - Rio Branco - Centro","2013","2013",NA,"","","2013","2013",2013,"2011",NA,NA,NA,"",""
"Latin America","Brazil","São Paulo","Itapecerica - João Dias - Santo Amaro","2013","2013",NA,"","","2013","2013",2013,"2011",NA,NA,NA,"",""
"Latin America","Brazil","São Paulo","Jd. Ângela - Guarapiranga - Santo Amaro","2013","2013",NA,"","","2013","2013",2013,"2011",NA,NA,NA,"",""
"Latin America","Brazil","São Paulo","Paes de Barros","2013","2013",NA,"","","2013","2013",2013,"2011",NA,NA,NA,"",""
"Latin America","Brazil","São Paulo","Parelheiros - Rio Bonito - Santo Amaro","2013","2013",NA,"","","2013","2013",2013,"2011",NA,NA,NA,"",""
"Latin America","Brazil","São Paulo","Pirituba - Lapa - Centro","2013","2013",NA,"","","2013","2013",2013,"2011",NA,NA,NA,"",""
"Latin America","Brazil","São Paulo","Santo Amaro - Nove de Julho - Centro","2013","2013",NA,"","","2013","2013",2013,"2011",NA,NA,NA,"",""
"Latin America","Brazil","São Paulo","Ver. José Diniz - Ibirapuera - Santa Cruz","2013","2013",NA,"","","2013","2013",2013,"2011",NA,NA,NA,"",""
"Latin America","Brazil","São Paulo - Metropolitan area","Corredor Metropolitano ABD","","",2011,"","","","2014",NA,"",NA,NA,2015,"",""
"Latin America","Brazil","Sorocaba","Comendador Oeterer","2013, One direction","",2012,"","","2012","",NA,"",NA,2012,NA,"",""
"Latin America","Brazil","Sorocaba","Hermelino Matarazzo","2013, One direction","",2012,"","","2012","",NA,"",NA,2012,NA,"",""
"Latin America","Brazil","Sumaré","Corredor Metropolitano Noroeste","","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Teresina","Av. Frei Serafim","","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Brazil","Uberaba","Leste/Oeste","2015","2015",NA,"","","2015","2013",2015,"",2015,2015,2015,"2015",""
"Latin America","Brazil","Uberlândia","Estrutural Sudeste","2014","2013",NA,"","","2013","2013",NA,"2013",2013,2013,2013,"2013",""
"Latin America","Chile","Santiago","Anillo Intermedio Norte","2012","",2012,"2012","2012","2012","",NA,"",NA,2012,NA,"",""
"Latin America","Chile","Santiago","Avenida Grecia","","2012",NA,"","","","",2012,"2012",NA,NA,NA,"",""
"Latin America","Chile","Santiago","Blanco Encalada - Arica","2012","",2012,"2012","2012","2012","",NA,"",NA,2012,NA,"",""
"Latin America","Chile","Santiago","Departamental Poniente","2012","",2012,"2012","2012","2012","",NA,"",NA,2012,NA,"",""
"Latin America","Chile","Santiago","Dorsal","2012","",2012,"2012","2012","2012","",NA,"",NA,2012,NA,"",""
"Latin America","Chile","Santiago","Las Industrias","2012","",2012,"2012","2012","2012","",NA,"",NA,2012,NA,"",""
"Latin America","Chile","Santiago","Pajaritos Norte","2012","2012",NA,"","","2012","",NA,"2012",NA,NA,NA,"",""
"Latin America","Chile","Santiago","Pajaritos Sur","2012","2012",NA,"","","2012","",2012,"2012",NA,NA,NA,"",""
"Latin America","Chile","Santiago","Pedro Aguirre Cerda","","2012",NA,"","","","",2012,"2012",NA,NA,NA,"",""
"Latin America","Chile","Santiago","Santa Rosa Norte","","2012",NA,"","","2012","",2013,"2013",NA,NA,NA,"",""
"Latin America","Chile","Santiago","Santa Rosa Sur","2012","",2012,"2012","2012","2012","",NA,"",NA,2012,NA,"",""
"Latin America","Chile","Santiago","Suiza - Las Rejas","","2012",NA,"","","","",2012,"2012",NA,NA,NA,"",""
"Latin America","Chile","Santiago","Vicuña Mackenna Norte","2012","",2012,"2012","2012","2012","",NA,"",NA,2012,NA,"",""
"Latin America","Chile","Santiago","Vicuña Mackenna Sur","","2012",NA,"","","","",2012,"2012",NA,NA,NA,"",""
"Latin America","Colombia","Barranquilla","Troncal Murillo","","",NA,"","","","2012, express services: 28.6 km/h",NA,"",NA,NA,NA,"",""
"Latin America","Colombia","Barranquilla","Troncal Olaya","","",NA,"","","","2012",NA,"",NA,NA,NA,"",""
"Latin America","Colombia","Bogotá","Américas","2014","2011",2014,"","","2014","2013",NA,"2013",2012,2013,2014,"",""
"Latin America","Colombia","Bogotá","Calle 26","2014","2012",2014,"","","2014","2013",NA,"",2012,2013,2014,"",""
"Latin America","Colombia","Bogotá","Calle 80","2014","2011",2014,"","","2014","2013",NA,"2013",2012,2013,2014,"",""
"Latin America","Colombia","Bogotá","Caracas","2014","2011, together corridors Caracas, Caracas Sur and Eje Ambiental carries 520880 passenger",2014,"","","2014","2013",NA,"2013",2012,2013,2014,"",""
"Latin America","Colombia","Bogotá","Caracas Sur","2014","2011, together corridors Caracas, Caracas Sur and Eje Ambiental carries 520880 passenger",2014,"","","2014","2013",NA,"2013",NA,2013,2014,"",""
"Latin America","Colombia","Bogotá","Carrera 10","2014","2012",2014,"","","2014","2013",NA,"",2012,2013,2014,"",""
"Latin America","Colombia","Bogotá","Eje Ambiental","2014","2011, together corridors Caracas, Caracas Sur and Eje Ambiental carries 520880 passenger",2014,"","","2014","2013",NA,"2013, aproximate demand",NA,2013,2014,"",""
"Latin America","Colombia","Bogotá","Norte","2014","2011",2014,"","","2014","2013",NA,"2013",2012,2013,2014,"",""
"Latin America","Colombia","Bogotá","NQS Central","2014","2011, together corridors NQS Central and NQS Sur carries 192405 passenger",2014,"","","2014","2013",NA,"2013, together corridors NQS Central and NQS Sur carries 19000 passenger",2012,2013,2014,"",""
"Latin America","Colombia","Bogotá","NQS Sur","2014","2011, together corridors NQS Central and NQS Sur carries 192405 passenger",2014,"","","2014","2013",NA,"2013, together corridors NQS Central and NQS Sur carries 19000 passenger",NA,2013,2014,"",""
"Latin America","Colombia","Bogotá","Suba","2014","2011",2014,"","","2014","2013",NA,"2013",2012,2013,2014,"",""
"Latin America","Colombia","Bucaramanga","Metrolínea","","2013",NA,"","","","",NA,"2011",NA,NA,NA,"",""
"Latin America","Colombia","Cali","Aguablanca","2014","",2014,"","","2014","",NA,"",2014,2013,2014,"",""
"Latin America","Colombia","Cali","Avenida 3","2014","",2014,"","","2014","",NA,"",2014,2013,2014,"",""
"Latin America","Colombia","Cali","Calle 5","2014","",2014,"","","2014","",NA,"",2014,2013,2014,"",""
"Latin America","Colombia","Cali","Carrera 1","2014","",2014,"","","2014","",NA,"",2014,2013,2014,"",""
"Latin America","Colombia","Cali","Carrera 15","2014","",2014,"","","2014","",NA,"",2014,2013,2014,"",""
"Latin America","Colombia","Cali","Centro (Calle 13/Calle 15)","2014","",2014,"","","2014","",NA,"",2014,2013,2014,"",""
"Latin America","Colombia","Medellín","Línea 1","","2013",NA,"","","","",2013,"2013",NA,NA,NA,"",""
"Latin America","Colombia","Medellín","Línea 2","2013","2013",NA,"","","2013","",2013,"",NA,2013,NA,"",""
"Latin America","Colombia","Pereira","Ruta 1","2015","",NA,"2015","2015","2015, 3.7km are common to 3 corridors; 3.2km are common to corridor ruta 1 and ruta 2","",NA,"",NA,NA,NA,"",""
"Latin America","Colombia","Pereira","Ruta 2","2015","",NA,"2015","2015","2015, 3.7km are common to 3 corridors; 3.2km are common to corridors ruta 1 and ruta 2; 3.4 km are common to corridors ruta 2 and ruta 3","",NA,"",NA,NA,NA,"",""
"Latin America","Colombia","Pereira","Ruta 3","2015","",NA,"2015","2015","2015, 3.7km are common to 3 corridors; 3.4km are common to corridors ruta 2 and ruta 3","",NA,"",NA,NA,NA,"",""
"Latin America","Ecuador","Guayaquil","25 de Julio - Río Daule","2013","",2013,"","","2013","",NA,"2013",2013,2013,2013,"",""
"Latin America","Ecuador","Guayaquil","Bastión Popular - Centro","2013","",NA,"","","2011","",NA,"",NA,NA,NA,"",""
"Latin America","Ecuador","Guayaquil","Guasmo - Río Daule","2013","",NA,"","","2011","",NA,"",NA,NA,NA,"",""
"Latin America","Ecuador","Quito","Central Norte","","2013",NA,"","","","",2012,"2011",NA,NA,NA,"",""
"Latin America","Ecuador","Quito","Ecovía (North Eastern Corridor)","","2013",NA,"","","","",2012,"2011",NA,NA,NA,"",""
"Latin America","Ecuador","Quito","Sur Occidental","","2013",2012,"2012","2012","2012","2012",2012,"2012",2012,NA,2012,"",""
"Latin America","Ecuador","Quito","Sur Oriental","","2013",NA,"","","","",2012,"2011",NA,NA,NA,"",""
"Latin America","Ecuador","Quito","TroleBús","","2013",NA,"","","","",2012,"2011",NA,NA,NA,"",""
"Latin America","El Salvador","Gran San Salvador","Corredor SITRAMSS","2015","2015",NA,"","","2015","2015",2015,"2015",NA,2015,NA,"2015",""
"Latin America","Guatemala","Guatemala","Ramal Central","","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Guatemala","Guatemala","Ramal Sur","","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Mexico","Chihuahua","ViveBús","2013","2014",2013,"2013","2013","2013","",NA,"",NA,2013,2013,"",""
"Latin America","Mexico","Ecatepec","Linea I: Ciudad Azteca - Ojo de Agua","2013","2012",NA,"","","2013","",NA,"2012",2013,2010,NA,"",""
"Latin America","Mexico","Guadalajara","Línea 1","","2010",NA,"","","","",NA,"2010",NA,NA,NA,"",""
"Latin America","Mexico","Guadalupe","Guadalupe","2013","",2014,"2009","2009","2009","",2013,"",NA,2014,NA,"",""
"Latin America","Mexico","Juárez","ViveBús","","2015",NA,"","","","",NA,"",NA,2013,NA,"",""
"Latin America","Mexico","León de los Aldama","Sistema Integrado de Transporte Optibus","","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Latin America","Mexico","Mexico City","Línea 1, Indios Verdes - Caminero","2015","2014",2014,"2014","2014","2015","2014",2014,"2014",NA,2015,2015,"","The corridor was extended in 2008"
"Latin America","Mexico","Mexico City","Línea 2, Tacubaya - Tepalcates","2015","2014",2014,"2014","2014","2015","2014",2014,"2014",NA,2015,2015,"",""
"Latin America","Mexico","Mexico City","Línea 3, Tenayuca - Etiopia II","2015","2014",2014,"2014","2014","2015","2014",2014,"2014",NA,2015,2015,"",""
"Latin America","Mexico","Mexico City","Línea 4, Buenavista - San Lázaro - Aeropuerto","2015","2014",2014,"2014","2014","2015","2014",2014,"2014",NA,2015,2015,"",""
"Latin America","Mexico","Mexico City","Línea 5, Río de los Remedios - San Lázaro","2015","2014",2014,"2014","2014","2015","2014",2014,"2014",NA,2015,2015,"",""
"Latin America","Mexico","Monterrey","Ecovía","2014","",2014,"","2014","2014","",NA,"",NA,2014,NA,"2014",""
"Latin America","Mexico","Nezahualcoyotl","Linea III: Chimalhuacán - Pantitlán","2013","2013",2013,"2013","2013","2013","2013",2013,"",2013,2013,NA,"2013",""
"Latin America","Mexico","Puebla","Línea 1","2013","",2013,"2013","2013","2013","2013",2013,"",2013,2013,2015,"",""
"Latin America","Mexico","Puebla","Línea 2","2015","2015",2015,"","","2015","",NA,"",NA,2015,2015,"",""
"Latin America","Panama","Panama","Cinta Costera","Cacalculating on GIS software","",NA,"","","Cacalculating on GIS software","",NA,"",NA,NA,NA,"",""
"Latin America","Peru","Lima","COSAC I","","",NA,"","","","2013",NA,"",NA,NA,NA,"","In 2010, the corridor received improvements and became to operate as a BRT"
"Latin America","Trinidad and Tobago","Port of Spain - Arima","Priority Bus Route","2014","",NA,"","","2014","",NA,"",NA,2011,NA,"",""
"Latin America","Uruguay","Montevideo","Corredor Garzón","2013","2013",2013,"","","2013","",2013,"",2013,2013,2013,"",""
"Latin America","Venezuela","Barquisimeto","Ruta 1","2015","2014",2015,"","2015","","",NA,"",2013,2015,NA,"",""
"Latin America","Venezuela","Barquisimeto","Ruta 2","2015","2014",2015,"","2015","","",NA,"",2013,2015,NA,"",""
"Latin America","Venezuela","Caracas","Línea 7","2013","2013",2013,"","","2013","",NA,"",2013,2013,2013,"",""
"Latin America","Venezuela","Merida","Trolebús de Mérida - Línea 1","2013","2013",NA,"2013","2013","2013","",NA,"2012",2013,NA,2013,"",""
"Northern America","Canada","Brampton","Bovaird Drive","2015","2015",NA,"","","","",NA,"2015",NA,2015,2015,"",""
"Northern America","Canada","Brampton","Main","2015","2015",NA,"","","","",2011,"2015",NA,2015,2015,"",""
"Northern America","Canada","Brampton","Queen East","2015","2015",NA,"","","","",2011,"2015",NA,2015,2015,"",""
"Northern America","Canada","Brampton","Steeles East","2015","2015",NA,"","","","",NA,"2015",NA,2015,2015,"",""
"Northern America","Canada","Gatineau","Rapibus","2013","",2013,"2013","2013","2013","",2014,"2013",NA,2014,2013,"",""
"Northern America","Canada","Halifax","","2008","2008",NA,"","","","",NA,"",NA,NA,NA,"",""
"Northern America","Canada","Ottawa","Transitway","2015","2013",2013,"2015","","","2007",2013,"2013",2013,2015,NA,"2007",""
"Northern America","Canada","Vancouver","Broadway Corridor","","",NA,"","","","",NA,"",NA,NA,NA,"",""
"Northern America","Canada","Waterloo","200 iXpress","2007","2013",2014,"","","","",2015,"",2007,2015,2015,"",""
"Northern America","Canada","Waterloo","201 iXpress","2013","2013",2014,"","","","",2015,"",2007,2015,2015,"",""
"Northern America","Canada","Winnipeg","RT","2012","2012",NA,"","","","",2012,"",NA,NA,NA,"",""
"Northern America","Canada","York Regional Municipality","Line2","2008","2008",NA,"","","","2011",NA,"",NA,NA,NA,"",""
"Northern America","United States","Albuquerque","The Red Line (766)","2015","2015",2015,"2009","","","2009",2015,"",NA,2015,2015,"",""
"Northern America","United States","Boston","Silver Line Washington Street","2014","2014",2013,"","","","2013",NA,"",NA,NA,2014,"2002",""
"Northern America","United States","Boston","Silver Line Waterfront","2014","2014",2013,"","","","2013",NA,"",NA,NA,2014,"2004",""
"Northern America","United States","Chicago","Jeffery Jump","2013","2013",2012,"2013","2013","2013","2012",2013,"",NA,2012,2012,"",""
"Northern America","United States","Cleveland","HealthLine","2013","2013",2013,"2013","2013","2013","2013",2013,"",NA,2013,2013,"2015",""
"Northern America","United States","Eugene","Gateway Line","2013","",2013,"2013","2013","2013","2007",2013,"",NA,2013,2013,"2011",""
"Northern America","United States","Eugene","Green Line","2013","2013",2013,"2013","2013","2013","2013",2013,"2007",NA,2013,2013,"2007",""
"Northern America","United States","Everett","","2013","2011",2013,"2013","2013","2013","",2013,"",NA,2013,2013,"2011",""
"Northern America","United States","Kansas City","Main Street","2012","2012",2012,"2012","2012","2012","2013",2012,"",NA,2012,2013,"2005",""
"Northern America","United States","Kansas City","Troost Avenue","2012","2013",2012,"2012","2012","","2013",2012,"",NA,2012,2013,"2011",""
"Northern America","United States","Las Vegas","MAX (Metropolitan Area Express)","2006","2013",2013,"2013","2013","2006","2013",NA,"",NA,2012,2014,"2005",""
"Northern America","United States","Las Vegas","SDX (Strip & Downtown Express)","2011","2013",NA,"2013","","2011","2013",NA,"",NA,2012,2014,"2014",""
"Northern America","United States","Las Vegas","SX (Sahara Express)","2013","2012",2012,"2013","2013","2012","",NA,"",NA,2012,2014,"2012",""
"Northern America","United States","Los Angeles","Orange Line","2007","2013",2007,"","","","2007",2007,"",NA,NA,NA,"",""
"Northern America","United States","Miami","South Miami-Dade Busway","2008","2008",NA,"","","","2007",NA,"",NA,NA,NA,"",""
"Northern America","United States","New York","B44 SBS (Nostrand Avenue)","2015","2015",2014,"","","","",2015,"",NA,2015,2015,"2013",""
"Northern America","United States","New York","Bx12 SBS (Fordham Road - Pelham Pkwy)","2009","2012",NA,"2010","2010","2010","2008, calculated using running time and corridor length",2015,"",NA,2015,2015,"2013",""
"Northern America","United States","New York","Bx41 SBS (Webster Avenue)","2015","2014",2014,"2015","2015","2015","2014",2015,"",NA,2015,2015,"2013",""
"Northern America","United States","New York","M15 SBS (1st/2nd Ave)","2011","2012",NA,"2011","2011","2011","2011, calculated using running time and corridor length",2015,"",NA,2015,2011,"2013",""
"Northern America","United States","New York","M34/M34A SBS (34th Street)","2015","2015",2014,"","","","",2015,"",NA,2015,2015,"2013",""
"Northern America","United States","New York","S79 SBS (Hylan Boulevard)","2015","2013",2014,"2015","2015","2015","",2015,"",NA,2015,2015,"2013",""
"Northern America","United States","Oakland","San Pablo Rapid","2009","2009",NA,"","","","",2004,"",NA,NA,NA,"",""
"Northern America","United States","Orlando","LYNX Lymmo","2007","2007",NA,"","","","",2007,"",NA,NA,NA,"2007",""
"Northern America","United States","Phoenix","","2009","2009",NA,"","","","",2004,"",NA,NA,NA,"",""
"Northern America","United States","Pittsburgh","MLK East Busway","","2013",NA,"","","","2013",2007,"2007",NA,2014,2007,"",""
"Northern America","United States","Pittsburgh","South Busway","","2013",NA,"","","","2013",2007,"2007",NA,2014,2007,"",""
"Northern America","United States","Pittsburgh","West Busway","","2013",NA,"","","","2013",2007,"2007",NA,2014,2007,"",""
"Northern America","United States","San Bernardino","sbX","2014","",2014,"2014","2014","2014","",2014,"",NA,2014,NA,"2014",""
"Northern America","United States","San Diego","UTC East Loop","2012","",2013,"","","","",NA,"",NA,NA,NA,"",""
"Northern America","United States","San Diego","UTC Transit Center – UCSD","2012","",2013,"","","","",NA,"",NA,NA,NA,"",""
"Northern America","United States","Snohomish County","","2010","2010",NA,"","","","",NA,"",NA,NA,NA,"",""
"Northern America","United States","Stockton","Route #40 - Pacific Corridor","2012","2012",NA,"","","","",2015,"",NA,2015,2015,"",""
"Northern America","United States","Stockton","Route #43 - Hammer Corridor","2012","2012",NA,"","","","",2015,"",NA,2015,2015,"",""
"Northern America","United States","Stockton","Route #44 - Airport Corridor","2012","2012",NA,"","","","",2015,"",NA,2015,2015,"",""
"Oceania","Australia","Adelaide","North East Busway","2013","2012",2013,"2013","2013","2013","2013",2013,"2012",NA,2013,2013,"1989",""
"Oceania","Australia","Brisbane","Eastern Busway","2013","2012",2013,"2013","2013","2013","2013",2013,"2012",NA,2014,2013,"2009, AU$ 831 millions",""
