"REGION","COUNTRY","CITY","ANNUAL_FARE_REVENUE_US_MILLIONS","DAILY_DEMAND_PASSENGERS_PER_DAY","GDP_PER_CAPITA_US","MODAL_SPLIT_PRIVATE_TRANSPORT","MODAL_SPLIT_PUBLIC_TRANSPORT","OPERATING_SPEED","PEAK_FREQUENCY_BUSES_PER_HOUR","PEAK_LOAD_PASSENGERS_PER_HOUR_PER_DIRECTION","POPULATION_DENSITY_METROPOLITAN_AREA","POPULATION_CITY","STANDARD_FARE_US","STATION_SPACING_M","SYSTEM_LENGTH_KM","SYSTEM_NAME","YEAR_SYSTEM_COMMENCED"
"Europe","Italy","Prato","Calculated using annual demand and fare","www.uitp.org","data.worldbank.org","www.nationaler-radverkehrsplan.de","www.nationaler-radverkehrsplan.de","Calculated using operating speed, corridor","www.uitp.org","","ISTAT","ISTAT","www.capautolinee.it","Calculated using system length and stations","Google Maps","","www.uitp.org"
"Europe","Netherlands","Almere","","COST - European Cooperation in Science and Technology","data.worldbank.org","www.epomm.eu","www.epomm.eu","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","statline.cbs.nl","","","COST - European Cooperation in Science and Technology","",""
"Europe","Netherlands","Amsterdam","Calculated using annual demand and fare","COST - European Cooperation in Science and Technology","data.worldbank.org","www.epomm.eu","www.epomm.eu","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","ITDP","","statline.cbs.nl","en.gvb.nl","Calculated using system length and stations","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology"
"Europe","Netherlands","Eindhoven","Bus Rapid Transit Planning Guide (ITDP) 2007","Bus Rapid Transit Planning Guide (ITDP) 2007","data.worldbank.org","www.epomm.eu","www.epomm.eu","Bus Rapid Transit Planning Guide (ITDP) 2007","","","","statline.cbs.nl","","","citytransport.info","","Bus Rapid Transit Planning Guide (ITDP) 2007"
"Europe","Netherlands","Enschede","Calculated using annual demand and fare","COST - European Cooperation in Science and Technology","data.worldbank.org","www.epomm.eu","www.epomm.eu","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","","statline.cbs.nl","COST - European Cooperation in Science and Technology - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","www.uitp.org"
"Europe","Netherlands","Utrecht","Calculated using annual demand and fare","Viva 2010 ( www.uncrd.or.jp ); www.ashford.gov.uk ; www.chinabrt.org","data.worldbank.org","www.epomm.eu","www.epomm.eu","","Viva 2010 ( www.uncrd.or.jp ); www.ashford.gov.uk ;www.chinabrt.org","","","statline.cbs.nl","u-ov.info","Viva 2010 ( www.uncrd.or.jp ); www.ashford.gov.uk ;www.chinabrt.org","Viva 2010 ( www.uncrd.or.jp );www.ashford.gov.uk ; www.chinabrt.org","","Viva 2010 ( www.uncrd.or.jp ); www.ashford.gov.uk ;www.chinabrt.org"
"Europe","Portugal","Lisbon","Calculated using annual demand and fare","COST - European Cooperation in Science and Technology","data.worldbank.org","www.epomm.eu","www.epomm.eu","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","European Cooperation in Science and Technology. 2011. Buses with High Level Service – Fundamental characteristics and recommendations for decision-making and research.","appsso.eurostat.ec.europa.eu","www.ine.pt","carris.transporteslisboa.pt","","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology"
"Europe","Spain","Barcelona","Calculated using annual demand and fare","COST - European Cooperation in Science and Technology","data.worldbank.org","EMIT 2007, TMB","EMIT 2007, TMB","COST - European Cooperation in Science and Technology","www.tmb.cat","COST - European Cooperation in Science and Technology","www.demographia.com","barcelonacatalonia.cat","www.tmb.cat","Calculated using system length and stations","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology"
"Europe","Spain","Castellón","Calculated using annual demand and fare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe","Spain","Granada","Calculated using annual demand and fare","Calculated using annual demand and 300 working days","data.worldbank.org","","","","www.granadadirect.com","","pt.wikipedia.org","www.ine.es","www.granadadirect.com","Calculated using system length and stations","granadaimedia.com","www.granadadirect.com","www.granadadirect.com"
"Europe","Spain","Madrid","Calculated using annual demand and fare","COST - European Cooperation in Science and Technology","data.worldbank.org","www.epomm.eu","www.epomm.eu","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","www.demographia.com","www.ine.es","www.empresallorente.com","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology"
"Europe","Sweden","Gothenburg","Calculated using annual demand and fare","COST - European Cooperation in Science and Technology","data.worldbank.org","www.epomm.eu","www.epomm.eu","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","appsso.eurostat.ec.europa.eu","www.scb.se","www.vasttrafik.se","Calculated using system length and stations","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology"
"Europe","Sweden","Jonkoping","","COST - European Cooperation in Science and Technology","data.worldbank.org","","","COST - European Cooperation in Science and Technology","","","appsso.eurostat.ec.europa.eu","www.scb.se","","","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology"
"Europe","Sweden","Stockholm","Calculated using annual demand and fare","COST - European Cooperation in Science and Technology","data.worldbank.org","www.epomm.eu","www.epomm.eu","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","appsso.eurostat.ec.europa.eu","www.scb.se","sl.se","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","",""
"Europe","Switzerland","Zurich","Calculated using annual demand and fare","COST - European Cooperation in Science and Technology","data.worldbank.org","www.epomm.eu","www.epomm.eu","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","BSF","www.stadt-zuerich.ch","www.stadt-zuerich.ch","Calculated using system length and stations","COST - European Cooperation in Science and Technology","","COST - European Cooperation in Science and Technology"
"Europe","Turkey","Istanbul","Calculated using annual demand and fare","IETT","data.worldbank.org","Istanbul Transportation Master Plan by the Greater City Municipality","Istanbul Transportation Master Plan by the Greater City Municipality","IETT","IETT","Levinson H. et. al - A Bus Rapid Transit Line Case Study: Istanbul’s Metrobüs System","www.istanbul.com","www.istanbul.com","metrobus.iett.gov.tr","Calculated using system length and stations","www.iett.gov.tr","metrobus.iett.gov.tr","www.istanbulhotels.com"
"Europe","United Kingdom","Bradford","Calculated using annual demand and fare","www.ashford.gov.uk","data.worldbank.org","www.wymetro.com","www.wymetro.com","","webarchive.nationalarchives.gov.uk","","www.ons.gov.uk","www.ons.gov.uk","www.firstgroup.com","Calculated using system length and stations","Google Maps","","webarchive.nationalarchives.gov.uk"
"Europe","United Kingdom","Cambridge","Calculated using annual demand and fare","Calculated using annual demand and 300 working days","data.worldbank.org","Office for National Statistics","Office for National Statistics","COST - European Cooperation in Science and Technology","embarqbrasil.org","","www.ons.gov.uk","www.cambridgeshireinsight.org.uk","embarqbrasil.org","Calculated using Busway system length and Busway stations","www.cambridgeshire.gov.uk","","www.cambridgeshire.gov.uk"
"Europe","United Kingdom","Crawley","Calculated using annual demand and fare","Bus Rapid Transit Planning Guide (ITDP) 2007","data.worldbank.org","","","Bus Rapid Transit Planning Guide (ITDP) 2007","Bus Rapid Transit Planning Guide (ITDP) 2007","","www.ons.gov.uk","www.ons.gov.uk","www.metrobus.co.uk","Bus Rapid Transit Planning Guide (ITDP) 2007","Bus Rapid Transit Planning Guide (ITDP) 2007","","Bus Rapid Transit Planning Guide (ITDP) 2007"
"Europe","United Kingdom","Edinburgh","","www.ashford.gov.uk","data.worldbank.org","www.epomm.eu","www.epomm.eu","","Viva 2010 ( www.uncrd.or.jp ); www.ashford.gov.uk","","appsso.eurostat.ec.europa.eu","www.ons.gov.uk","","","www.ashford.gov.uk","","www.ashford.gov.uk"
"Europe","United Kingdom","Fareham - Gosport","","","data.worldbank.org","www3.hants.gov.uk","www3.hants.gov.uk","","www3.hants.gov.uk","","","documents.hants.gov.uk","","Calculated using system length and stations","www3.hants.gov.uk","","www3.hants.gov.uk"
"Europe","United Kingdom","Kent","","www.ashford.gov.uk","data.worldbank.org","","","","","","www.ons.gov.uk","www.ons.gov.uk","","","www.ashford.gov.uk","","www.ashford.gov.uk"
"Europe","United Kingdom","Leeds","","www.ashford.gov.uk","data.worldbank.org","www.epomm.eu","www.epomm.eu","","","","www.ons.gov.uk","www.ons.gov.uk","","Calculated using system length and stations","www.ashford.gov.uk","","www.ashford.gov.uk"
"Europe","United Kingdom","London","","www.tfl.gov.uk","data.worldbank.org","ltaacademy.gov.sg","ltaacademy.gov.sg","","","","appsso.eurostat.ec.europa.eu","www.ons.gov.uk","","","www.tfl.gov.uk","","www.tfl.gov.uk"
"Europe","United Kingdom","Luton","","en.wikipedia.org","data.worldbank.org","","","","","","www.ons.gov.uk","www.ons.gov.uk","","","en.wikipedia.org","","en.wikipedia.org"
"Europe","United Kingdom","Manchester","Calculated using annual demand and fare","COST - European Cooperation in Science and Technology","data.worldbank.org","www.epomm.eu","www.epomm.eu","COST - European Cooperation in Science and Technology","COST - European Cooperation in Science and Technology","","en.wikipedia.org","www.neighbourhood.statistics.gov.uk","www.stagecoachbus.com","","COST - European Cooperation in Science and Technology","","en.wikipedia.org"
"Europe","United Kingdom","Runcorn","Calculated using annual demand and fare","","data.worldbank.org","www3.halton.gov.uk","www3.halton.gov.uk","onlinepubs.trb.org","www.google.com.br","","en.wikipedia.org","www.citypopulation.de","www4.halton.gov.uk","","www.brtuk.org","","omnibuses.blogspot.com.br"
"Europe","United Kingdom","Swansea","","en.wikipedia.org","data.worldbank.org","","","","","","","www.ons.gov.uk","","","en.wikipedia.org","","en.wikipedia.org"
"Europe","United Kingdom","York","Calculated using annual demand and fare","en.wikipedia.org","data.worldbank.org","www.epomm.eu","www.epomm.eu","","","","www.ons.gov.uk","www.ons.gov.uk","www.itravelyork.info","","en.wikipedia.org","","en.wikipedia.org"
"Latin America","Argentina","Buenos Aires","Calculated using annual demand and fare","","data.worldbank.org","omu.caf.com","omu.caf.com","","movilidad.buenosaires.gob.ar","movilidad.buenosaires.gob.ar","en.wikipedia.org","www.censo2010.indec.gov.ar","www.xcolectivo.com.ar","Calculated using system length and stations","","",""
"Latin America","Argentina","Córdoba","Calculated using annual demand and fare","diarioalfil.com.ar","data.worldbank.org","www2.cordoba.gov.ar","www2.cordoba.gov.ar","","","","www2.cordoba.gov.ar","www2.cordoba.gov.ar","www2.cordoba.gov.ar","Calculated using system length and stations","infodecordoba.com.ar",NA,"infodecordoba.com.ar"
"Latin America","Argentina","Rosario","Calculated using annual demand and fare","www.rosario.gov.ar","data.worldbank.org","www.ptuba.gov.ar","www.ptuba.gov.ar","ar.finanzas.yahoo.com","","","es.wikipedia.org","www.rosario.gov.ar","www.etr.gov.ar","Calculated using system length and stations","ssl.rosario.gov.ar","","www.rosario.gov.ar"
"Latin America","Brazil","Belém","Calculated using annual demand and fare","ww3.belem.pa.gov.br","data.worldbank.org","www.ipea.gov.br","www.ipea.gov.br","ww3.belem.pa.gov.br","","","www.ibge.gov.br","ftp.ibge.gov.br","g1.globo.com","","ww3.belem.pa.gov.br",NA,"ww3.belem.pa.gov.br"
"Latin America","Brazil","Belo Horizonte","Calculated using annual demand and fare","BHTrans","data.worldbank.org","www.bhtrans.pbh.gov.br","www.bhtrans.pbh.gov.br","","BHTrans","BHTrans","ftp.ibge.gov.br","ftp.ibge.gov.br","www.bhtrans.pbh.gov.br","Calculated using system length and stations","","",""
"Latin America","Brazil","Blumenau","Calculated using annual demand and fare","","data.worldbank.org","www.ipea.gov.br","www.ipea.gov.br","","","","Wikipedia","ftp.ibge.gov.br","g1.globo.com","","","",""
"Latin America","Brazil","Brasília","Calculated using annual demand and fare","","data.worldbank.org","editais.st.df.gov.br & editais.st.df.gov.br","editais.st.df.gov.br & editais.st.df.gov.br","","www.dftrans.df.gov.br","","servicodados.ibge.gov.br","ftp.ibge.gov.br","www.dftrans.df.gov.br","Calculated using system length and stations","",NA,""
"Latin America","Brazil","Campinas","Calculated using annual demand and fare","www.campinas.sp.gov.br","data.worldbank.org","www.stm.sp.gov.br","www.stm.sp.gov.br","","","","www.seade.gov.br","ftp.ibge.gov.br","www.emdec.com.br","","","",""
"Latin America","Brazil","Campo Grande","Calculated using annual demand and fare","","data.worldbank.org","www.ipea.gov.br","www.ipea.gov.br","","","","Wikipedia","ftp.ibge.gov.br","www.assetur.com.br","","","",""
"Latin America","Brazil","Caxias do Sul","","","data.worldbank.org","www.ipea.gov.br","www.ipea.gov.br","","","","","ftp.ibge.gov.br","www.visate.com.br","Calculated using system length and stations","","",""
"Latin America","Brazil","Criciúma","Calculated using annual demand and fare","ASTC","data.worldbank.org","www.ipea.gov.br","www.ipea.gov.br","","ASTC","","pt.wikipedia.org","ftp.ibge.gov.br","www.actu.com.br","Calculated using system length and stations","",NA,""
"Latin America","Brazil","Curitiba","Calculated using annual demand and fare","","data.worldbank.org","URBS - Unidade de Gestão de Informação","URBS - Unidade de Gestão de Informação","","URBS - Unidade de Gestão de Informação","URBS - Unidade de Gestão de Informação","www.ippuc.org.br","ftp.ibge.gov.br","www.urbs.curitiba.pr.gov.br","Calculated using system length and stations","","","www.urbs.curitiba.pr.gov.br"
"Latin America","Brazil","Feira de Santana","","","data.worldbank.org","www.ipea.gov.br","www.ipea.gov.br","","","","pt.wikipedia.org","ftp.ibge.gov.br","g1.globo.com","Calculated using system length and stations","Google maps","",""
"Latin America","Brazil","Fortaleza","Calculated using annual demand and fare","ETUFOR","data.worldbank.org","www.ipea.gov.br","www.ipea.gov.br","www.fortaleza.ce.gov.br","ETUFOR","ETUFOR","Wikipedia","ftp.ibge.gov.br","www.fortaleza.ce.gov.br","Calculated using system length and stations","","","The first corridor was commenced during the 80’s"
"Latin America","Brazil","Goiânia","Calculated using annual demand and fare","RMTC","data.worldbank.org","indicadores.cidadessustentaveis.org.br","indicadores.cidadessustentaveis.org.br","","RMTC","RMTC","www.observatoriodasmetropoles.ufrj.br","ftp.ibge.gov.br","g1.globo.com","Calculated using system length and stations","",NA,""
"Latin America","Brazil","Guarulhos","Calculated using annual demand and fare","www.emtu.sp.gov.br","data.worldbank.org","www.metro.sp.gov.br","www.metro.sp.gov.br","","","","www.seade.gov.br","ftp.ibge.gov.br","novo.guarulhos.sp.gov.br","Calculated using system length and stations","www.emtu.sp.gov.br","","www.emtu.sp.gov.br"
"Latin America","Brazil","Jaboatão dos Guararapes","","","data.worldbank.org","www.ipea.gov.br","www.ipea.gov.br","","","","Wikipedia","ftp.ibge.gov.br","www.diariodepernambuco.com.br","","urbana-pe.com.br",NA,"www.jaboatao.pe.gov.br"
"Latin America","Brazil","João Pessoa","Calculated using annual demand and fare","Semob-JP","data.worldbank.org","www.ipea.gov.br","www.ipea.gov.br","","Semob-JP","Semob-JP","pt.wikipedia.org","ftp.ibge.gov.br","g1.globo.com","Calculated using system length and stations","www.joaopessoa.pb.gov.br",NA,""
"Latin America","Brazil","Joinville","","","data.worldbank.org","ippuj.joinville.sc.gov.br","ippuj.joinville.sc.gov.br","","www.ippuj.sc.gov.br","","Wikipedia","ftp.ibge.gov.br","www.gidion.com.br","","","",""
"Latin America","Brazil","Juiz de Fora","","","data.worldbank.org","www.ipea.gov.br","www.ipea.gov.br","","SETTRA","","Wikipedia","ftp.ibge.gov.br","g1.globo.com","Calculated using system length and stations","Google Maps","","www.sengemg.com.br"
"Latin America","Brazil","Londrina","Calculated using annual demand and fare","londrina.odiario.com","data.worldbank.org","IPPUL","IPPUL","","","","Wikipedia","ftp.ibge.gov.br","g1.globo.com","","","",""
"Latin America","Brazil","Maceió","","","data.worldbank.org","www.ipea.gov.br","www.ipea.gov.br","","","","Wikipedia","ftp.ibge.gov.br","www.maceio.al.gov.br","Calculated using system length and stations","",NA,""
"Latin America","Brazil","Natal","Calculated using annual demand and fare","","data.worldbank.org","www.entrebairros.com.br","www.entrebairros.com.br","","","","Wikipedia","ftp.ibge.gov.br","g1.globo.com","","","",""
"Latin America","Brazil","Niterói","Calculated using annual demand and fare","www.nittrans.niteroi.rj.gov.br","data.worldbank.org","Plano Diretor de Transporte Urbano da RMRJ - Resultado da pesquisa origem/destino","Plano Diretor de Transporte Urbano da RMRJ - Resultado da pesquisa origem/destino","","www.nittrans.niteroi.rj.gov.br","","Wikipedia","ftp.ibge.gov.br","g1.globo.com","","",NA,""
"Latin America","Brazil","Olinda","Calculated using annual demand and fare","Grande Recife","data.worldbank.org","","","","Grande Recife","","Wikipedia","ftp.ibge.gov.br","www.diariodepernambuco.com.br","","","",""
"Latin America","Brazil","Porto Alegre","Calculated using annual demand and fare","EPTC","data.worldbank.org","lproweb.procempa.com.br","lproweb.procempa.com.br","","lproweb.procempa.com.br","EPTC","IBGE","ftp.ibge.gov.br","zh.clicrbs.com.br","Calculated using system length and stations","","",""
"Latin America","Brazil","Recife","Calculated using annual demand and fare","Grande Recife","data.worldbank.org","indicadores.cidadessustentaveis.org.br","indicadores.cidadessustentaveis.org.br","","Grande Recife","","Wikipedia","ftp.ibge.gov.br","www.diariodepernambuco.com.br","Calculated using system length and stations","","",""
"Latin America","Brazil","Rio de Janeiro","Calculated using annual demand and fare","","data.worldbank.org","www.seaerj.org.br","www.seaerj.org.br","","Rio Ônibus","NTU","www.cidades.ibge.gov.br & www.ceperj.rj.gov.br","ftp.ibge.gov.br","www.rioonibus.com","Calculated using system length and stations","","","www.fetranspordocs.com.br"
"Latin America","Brazil","Salvador","","","data.worldbank.org","www.seinfra.ba.gov.br","www.seinfra.ba.gov.br","","TRANSALVADOR","","pt.wikipedia.org","ftp.ibge.gov.br","g1.globo.com","Calculated using system length and stations","","",""
"Latin America","Brazil","Santos","Calculated using annual demand and fare","CET Santos","data.worldbank.org","www.ipea.gov.br","www.ipea.gov.br","","CET Santos","","www.seade.gov.br","ftp.ibge.gov.br","g1.globo.com","","","",""
"Latin America","Brazil","São Paulo","Calculated using annual demand and fare","SPTrans","data.worldbank.org","www.metro.sp.gov.br","www.metro.sp.gov.br","","SPTrans","SPTrans","www.seade.gov.br","ftp.ibge.gov.br","www.sptrans.com.br","","",NA,""
"Latin America","Brazil","São Paulo - Metropolitan area","Calculated using annual demand and fare","EMTU","data.worldbank.org","www.metro.sp.gov.br","www.metro.sp.gov.br","www.etransport.com.br","","","pt.wikipedia.org","ftp.ibge.gov.br","www.emtu.sp.gov.br","Calculated using system length and stations","ie.org.br",NA,""
"Latin America","Brazil","Sorocaba","","","data.worldbank.org","www.urbes.com.br","www.urbes.com.br","","","","www.seade.gov.br","ftp.ibge.gov.br","www.urbes.com.br","","","",""
"Latin America","Brazil","Sumaré","Calculated using annual demand and fare","EMTU","data.worldbank.org","www.stm.sp.gov.br","www.stm.sp.gov.br","","","","www.seade.gov.br","ftp.ibge.gov.br","www.emtu.sp.gov.br","","",NA,""
"Latin America","Brazil","Teresina","","","data.worldbank.org","www.teresina.pi.gov.br","www.teresina.pi.gov.br","","","","pt.wikipedia.org","ftp.ibge.gov.br","g1.globo.com","Calculated using system length and stations","Google Maps","",""
"Latin America","Brazil","Uberaba","Calculated using annual demand and fare","SEPLAN","data.worldbank.org","","","uberaba.mg.gov.br","www.uberaba.mg.gov.br","","cidades.ibge.gov.br","ftp.ibge.gov.br","g1.globo.com","pt.wikipedia.org","SEPLAN","www.uberaba.mg.gov.br","www.uberaba.mg.gov.br"
"Latin America","Brazil","Uberlândia","Calculated using annual demand and fare","www.uberlandia.mg.gov.br","data.worldbank.org","www.ppgec.feciv.ufu.br","www.ppgec.feciv.ufu.br","www.uberlandia.mg.gov.br","SETTRAN","www.uberlandia.mg.gov.br","www.cidades.ibge.gov.br","ftp.ibge.gov.br","www.uberlandia.mg.gov.br","www.uberlandia.mg.gov.br","www.uberlandia.mg.gov.br",NA,"www.uberlandia.mg.gov.br"
"Latin America","Chile","Santiago","Calculated using annual demand and fare","Transantiago","data.worldbank.org","www.sectra.gob.cl","www.sectra.gob.cl","","Transantiago","SUBUS","www.ine.cl","UN-Habitat","www.transantiago.cl","","","",""
"Latin America","Colombia","Barranquilla","Calculated using annual demand and fare","Article: Towards multi-modal integrated mobility systems: Views from Panama City and Barranquilla. Adriana Ortegon S, Nick Tyler","data.worldbank.org","Article: Towards multi-modal integrated mobility systems: Views from Panama City and Barranquilla. Adriana Ortegon S, Nick Tyler","Article: Towards multi-modal integrated mobility systems: Views from Panama City and Barranquilla. Adriana Ortegon S, Nick Tyler","","","","es.wikipedia.org","www.barranquilla.gov.co","lachachara.org","","Transmetro S.A.","",""
"Latin America","Colombia","Bogotá","Calculated using annual demand and fare","www.transmilenio.gov.co","data.worldbank.org","OBSERVATORIO DE MOVILIDAD: Reporte Anual de Movilidad, 2009.","OBSERVATORIO DE MOVILIDAD: Reporte Anual de Movilidad, 2009.","Transmilenio S.A.","Transmilenio S.A.","TransMilenio","omu.caf.com","www.citypopulation.de","www.transmilenio.gov.co","Calculated using system length and stations","www.transmilenio.gov.co",NA,"www.transmilenio.gov.co"
"Latin America","Colombia","Bucaramanga","Calculated using annual demand and fare","www.amb.gov.co","data.worldbank.org","Metrolinea","Metrolinea","Metrolínea","Metrolínea","Metrolínea","es.wikipedia.org","www.bucaramanga.gov.co","www.vanguardia.com","","","",""
"Latin America","Colombia","Cali","Calculated using annual demand and fare","www.metrocali.gov.co","data.worldbank.org","Plan maestro de ciclo-rutas","Plan maestro de ciclo-rutas","www.metrocali.gov.co","Metro Cali S.A.","Metro Cali S.A.","planeacion.cali.gov.co","planeacion.cali.gov.co","mio.com.co","Calculated using system length and stations","media.wix.com","","Metro Cali S.A."
"Latin America","Colombia","Medellín","Calculated using annual demand and fare","","data.worldbank.org","issuu.com","issuu.com","","Metroplús","Metroplús","pt.wikipedia.org","pt.wikipedia.org","www.medellin.gov.co","","",NA,""
"Latin America","Colombia","Pereira","Calculated using annual demand and fare","www.megabus.gov.co","data.worldbank.org","AMCO","AMCO","pdf.wri.org","www.megabus.gov.co","pdf.wri.org","Calculated using population at metro area","www.dane.gov.co","www.megabus.gov.co","Calculated using system length and stations","Megabús S.A.","","www.megabus.gov.co"
"Latin America","Ecuador","Guayaquil","Calculated using annual demand and fare","","data.worldbank.org","www.metrovia-gye.com & Metrovía","www.metrovia-gye.com & Metrovía","Metrovía","Metrovía","www.eluniverso.com","Municipality of Guayaquil, www.guayaquil.gov.ec","UN-Habitat","www.eluniverso.com","","Metrovía","",""
"Latin America","Ecuador","Quito","Calculated using annual demand and fare","Empresa Pública Metropolitana de Transporte de Pasajeros de Quito (EPMTPQ)","data.worldbank.org","Plan Maestro de Movilidad del Distrito Metropolitano de Quito 2012","Plan Maestro de Movilidad del Distrito Metropolitano de Quito 2012","","Empresa Pública Metropolitana de Transporte de Pasajeros de Quito (EPMTPQ)","Empresa Pública Metropolitana de Transporte de Pasajeros de Quito (EPMTPQ)","Instituto Nacional de Estadística y Censos INEC","Population and housing census. CPV 2001, Instituto Nacional de Estadística y Censos INEC.","www.trolebus.gob.ec","","","",""
"Latin America","El Salvador","Gran San Salvador","Calculated using annual demand and fare","www.vmt.gob.sv","data.worldbank.org","","","www.vmt.gob.sv","sites.google.com","www.vmt.gob.sv","en.wikipedia.org","en.wikipedia.org","www.presidencia.gob.sv","Calculated using system length and stations","sites.google.com","www.vmt.gob.sv","www.vmt.gob.sv"
"Latin America","Guatemala","Guatemala","Calculated using annual demand and fare","","data.worldbank.org","Transmetro","Transmetro","","transmetro.muniguate.com","www.un.org","www.ine.gob.gt","www.ine.gob.gt","www.muniguate.com","","","",""
"Latin America","Mexico","Chihuahua","Calculated using annual demand and fare","www.juareznoticias.com","data.worldbank.org","www.implanchihuahua.gob.mx","www.implanchihuahua.gob.mx","","","","www.inegi.org.mx","www3.inegi.org.mx","vive.chihuahua.gob.mx","Calculated using system length and stations","EMBARQ México","","EMBARQ México"
"Latin America","Mexico","Ecatepec","Calculated using annual demand and fare","www.transmasivo.com.mx","data.worldbank.org","www.transparencialinea3.df.gob.mx","www.transparencialinea3.df.gob.mx","mx.noticias.yahoo.com","impreso.milenio.com","www.transmasivo.com.mx","cuentame.inegi.gob.mx","cuentame.inegi.org.mx","smovilidad.edomex.gob.mx","Calculated using system length and stations","www.transmasivo.com.mx","","www.transmasivo.com.mx"
"Latin America","Mexico","Guadalajara","Calculated using annual demand and fare","embarq.org","data.worldbank.org","CEIT","CEIT","Macrobus","","Macrobus","www.inegi.gob.mx","Instituto Nacional de Estadística y Geografía (INEGI)","www.siteur.gob.mx","","","",""
"Latin America","Mexico","Guadalupe","","EMBARQ Mexico","data.worldbank.org","www.cleanairinstitute.org","www.cleanairinstitute.org","","www.nl.gob.mx","","www.nl.gob.mx","www.citypopulation.de","","Calculated using system length and stations","Gwww.nl.gob.mx","",""
"Latin America","Mexico","Juárez","Calculated using annual demand and fare","larednoticias.com.mx","data.worldbank.org","www.planjuarez.org","www.planjuarez.org","","","","www.conapo.gob.mx","www3.inegi.org.mx","vivebus.com","Calculated using system length and stations","vivirenjuarez.wix.com",NA,"vivirenjuarez.wix.com"
"Latin America","Mexico","León de los Aldama","Calculated using annual demand and fare","Dirección General de Movilidad","data.worldbank.org","omu.caf.com","omu.caf.com","","Opitbus","Dirección General de Movilidad","omu.caf.com","www.inegi.gob.mx","www.pagobus.com","","",NA,"oruga-sit.leon.gob.mx"
"Latin America","Mexico","Mexico City","Calculated using annual demand and fare","www.metrobus.cdmx.gob.mx","data.worldbank.org","www.oecd.org","www.oecd.org","","METROBÚS","METROBÚS","cuentame.inegi.org.mx","cuentame.inegi.org.mx","www.metrobus.df.gob.mx","Calculated using system length and stations","www.metrobus.cdmx.gob.mx","","www.metrobus.df.gob.mx"
"Latin America","Mexico","Monterrey","","","data.worldbank.org","www.cleanairinstitute.org","www.cleanairinstitute.org","","","","www.nl.gob.mx","www.municipios.mx","www.milenio.com","Calculated using system length and stations","go.itdp.org","","ecovia.nl.gob.mx"
"Latin America","Mexico","Nezahualcoyotl","Calculated using annual demand and fare","www.sdpnoticias.com","data.worldbank.org","www.transparencialinea3.df.gob.mx","www.transparencialinea3.df.gob.mx","mexibus.net","www.sdpnoticias.com","","cuentame.inegi.gob.mx","www3.inegi.org.mx","smovilidad.edomex.gob.mx","Calculated using system length and stations","www.sdpnoticias.com","","www.transmasivo.com.mx"
"Latin America","Mexico","Pachuca","Calculated using annual demand and fare","www.servicio-tuzobus.mx",NA,NA,NA,"","","",NA,NA,NA,"Calculated using system length and stations","comunicacion.hidalgo.gob.mx",NA,NA
"Latin America","Mexico","Puebla","Calculated using annual demand and fare","www.st.puebla.gob.mx","data.worldbank.org","siteresources.worldbank.org","siteresources.worldbank.org","","","","www.conapo.gob.mx","www3.inegi.org.mx","rutapuebla.mx","Calculated using system length and stations","es.wikipedia.org","","es.wikipedia.org"
"Latin America","Panama","Panama","","","data.worldbank.org","www.presidencia.gob.pa","www.presidencia.gob.pa","","","i-rooms.net","","es.wikipedia.org","www.tarjetametrobus.com","Calculated using system length and stations","www.mibus.com.pa","",""
"Latin America","Peru","Lima","Calculated using annual demand and fare","Instituto Metropolitano PROTRANSPORTE de Lima ","data.worldbank.org","Urban Transport Master Plan For Limas's Metropolitan Area and Callao (2004)","Urban Transport Master Plan For Limas's Metropolitan Area and Callao (2004)","Protransporte Planing and Information System Office","Protransporte Planing and Information System Office","Instituto Metropolitano PROTRANSPORTE de Lima ","Peru's socio-demographic profile. Cesus 2007","Global Urban Indicator-Selected statistics","www.metropolitano.com.pe","","Protransporte Planing and Information System Office","","Busway"
"Latin America","Trinidad and Tobago","Port of Spain - Arima","","","data.worldbank.org","","","","","","en.wikipedia.org","en.wikipedia.org","www.ptsc.co.tt","","Google Maps","",""
